frame_id,node_id,x,y
21,12,1007.9706,561.7086
22,0,138.38194,165.88106
22,1,304.65848,297.90213
22,2,15.999038,218.68837
22,3,501.4836,125.66882
22,4,461.44278,185.40346
22,5,544.77313,742.42633
22,6,541.76917,506.43704
22,7,568.0325,107.770996
22,8,586.1184,657.8776
22,9,635.63965,10.833009
22,10,643.3312,409.77682
22,11,865.09973,126.25272
22,12,1021.92975,102.49491
22,13,1057.8339,560.8017
23,0,79.21543,151.02896
23,1,293.28546,301.41507
23,2,283.29504,355.47598
23,3,439.97833,78.5482
23,4,430.57278,191.03496
23,5,533.74835,500.15027
23,6,541.67346,753.46497
23,7,528.58276,96.87021
23,8,633.93964,406.56525
23,9,855.20264,116.446396
23,10,1077.1486,256.06345
23,11,1049.7921,553.441
23,12,1147.2775,277.035
24,0,43.4312,176.12923
24,1,304.39822,308.3517
24,2,442.1687,55.87717
24,3,462.86234,204.39711
24,4,562.2148,508.5441
24,5,580.62225,733.293
24,6,638.1289,18.54674
24,7,662.1983,415.80356
24,8,786.494,319.03464
24,9,1010.9795,454.67856
24,10,1020.60693,402.81424
24,11,1088.3214,301.49832
24,12,1076.3849,566.7244
25,0,311.01096,305.80606
25,1,449.97318,36.75749
25,2,469.66266,204.13933
25,3,558.4546,72.49936
25,4,569.6198,510.12915
25,5,600.71796,694.23724
25,6,607.255,9.887727
25,7,613.4856,162.20192
25,8,670.9276,420.73984
25,9,1058.5834,378.74664
25,10,983.1861,421.48227
25,11,1085.5863,567.47577
26,0,233.71811,306.2803
26,1,411.55182,197.15833
26,2,496.74493,70.53531
26,3,507.72595,508.96298
26,4,535.18066,694.1563
26,5,535.7456,33.250427
26,6,942.7932,365.2399
26,7,871.3998,383.07507
26,8,1022.62195,565.27734
26,9,1053.0345,495.12045
27,0,257.50742,286.5748
27,1,251.7975,123.435356
27,2,346.08444,59.956005
27,3,436.60602,201.44977
27,4,539.03015,504.18228
27,5,551.5113,756.493
27,6,569.8806,39.567112
27,7,924.3771,327.47202
27,8,1050.2294,562.87665
28,0,265.07773,285.77347
28,1,194.74438,224.55122
28,2,335.6624,66.15151
28,3,459.86258,149.20897
28,4,507.93408,122.67209
28,5,523.34143,504.80637
28,6,575.68176,60.95853
28,7,780.83527,262.48392
28,8,907.50543,308.3012
28,9,1032.5396,563.6928
29,0,271.50412,264.61447
29,1,211.46419,168.36053
29,2,250.08965,127.55117
29,3,342.10098,68.2237
29,4,406.14874,66.73366
29,5,525.40186,119.845184
29,6,583.7609,507.5201
29,7,750.0626,61.137726
29,8,606.61523,50.982685
29,9,624.8506,48.749645
29,10,742.5318,204.97983
29,11,742.5318,204.97983
29,12,817.1181,265.55154
29,13,945.1441,280.44357
29,14,964.8624,372.74783
29,15,1097.2386,573.1891
30,0,217.61494,237.1475
30,1,24.806013,182.16573
30,2,213.68974,177.96823
30,3,438.56903,97.86829
30,4,492.99454,490.5777
30,5,547.56964,51.176548
30,6,558.1306,228.66412
30,7,661.87134,167.67755
30,8,823.13196,209.47066
30,9,1006.9159,555.3129
31,0,196.18079,225.18788
31,1,91.050835,129.37471
31,2,447.976,101.92062
31,3,451.2338,181.58289
31,4,476.76202,34.434788
31,5,512.4188,491.34036
31,6,542.8899,23.091578
31,7,686.9737,209.18648
31,8,704.72144,278.40952
31,9,724.592,105.81943
31,10,821.453,173.37682
31,11,1022.20105,554.2376
32,0,226.08585,214.54964
32,1,483.74002,67.55051
32,2,506.6251,112.042564
32,3,562.47485,489.55692
32,4,609.5702,76.40962
32,5,588.0648,18.15249
32,6,621.3041,140.5107
32,7,840.05096,127.14625
32,8,851.30585,301.11536
32,9,801.96735,9.419061
32,10,892.1654,368.1842
32,11,1073.8126,554.1766
33,0,210.35576,232.65277
33,1,471.19333,91.01428
33,2,471.19333,91.01428
33,3,471.19333,91.01428
33,4,534.24457,506.1486
33,5,553.9341,25.880846
33,6,781.08923,114.280106
33,7,918.8895,402.77505
33,8,905.1611,473.5867
33,9,918.8895,402.77505
33,10,954.6915,339.23444
33,11,1047.1031,573.0306
34,0,206.90338,232.34421
34,1,412.0803,84.26931
34,2,504.24246,114.491356
34,3,415.61484,103.81065
34,4,546.152,89.31401
34,5,520.05316,507.20053
34,6,752.9765,108.16936
34,7,810.8077,514.1873
34,8,899.0344,448.3849
34,9,861.7416,495.54846
34,10,928.6669,362.03635
34,11,1034.2855,569.3714
35,0,202.86241,231.24321
35,1,395.98132,66.438736
35,2,419.29324,117.07491
35,3,495.98373,505.58923
35,4,540.9713,83.557846
35,5,569.71094,498.5702
35,6,620.9093,100.94006
35,7,707.79614,137.83102
35,8,749.4309,520.06476
35,9,726.18066,573.21484
35,10,823.53955,438.95004
35,11,1006.9158,563.16595
36,0,193.11444,210.1578
36,1,429.2983,97.62463
36,2,459.06357,169.81833
36,3,493.16638,116.630035
36,4,511.7203,482.77124
36,5,562.07544,81.02785
36,6,582.8637,480.4221
36,7,624.8828,61.846367
36,8,639.3788,578.1525
36,9,717.0835,567.12585
36,10,747.562,217.39478
36,11,754.14795,103.25627
36,12,798.73157,526.5466
36,13,888.82935,14.3251505
36,14,1023.4258,544.27686
37,0,207.13356,216.67319
37,1,151.9222,77.48948
37,2,495.80862,115.98958
37,3,538.1598,250.88988
37,4,581.6916,169.77104
37,5,563.5845,503.02426
37,6,581.69165,169.77104
37,7,581.6916,169.77104
37,8,581.6916,169.77104
37,9,664.87244,187.03394
37,10,581.69165,169.77103
37,11,599.20624,290.89487
37,12,422.15414,107.03621
37,13,634.79175,498.34848
37,14,667.986,300.13492
37,15,698.57495,630.67004
37,16,585.0067,83.09093
37,17,698.57495,630.67004
37,18,810.26227,107.146255
37,19,712.95123,427.19543
37,20,698.4447,87.97626
37,21,698.4447,87.97626
37,22,816.96857,322.52594
37,23,793.4234,437.9858
37,24,908.75446,27.814257
37,25,819.06854,593.1591
37,26,879.6023,353.0872
37,27,1022.16125,45.8228
37,28,1075.3297,561.6927
38,0,174.89946,204.24788
38,1,174.89946,204.24788
38,2,329.30344,90.80497
38,3,357.41077,132.32549
38,4,456.34396,149.33582
38,5,478.73465,147.61356
38,6,541.7232,185.9294
38,7,455.58163,163.0668
38,8,468.84766,496.1912
38,9,451.72134,155.39365
38,10,500.50287,167.72209
38,11,590.53894,658.65955
38,12,703.63916,428.1057
38,13,579.3541,295.03513
38,14,608.39655,66.549904
38,15,608.39655,66.549904
38,16,833.1228,30.344591
38,17,703.63916,428.1057
38,18,815.32715,411.6509
38,19,984.35333,555.818
38,20,1192.1399,427.8874
39,0,143.71294,244.457
39,1,100.46237,182.44028
39,2,475.33237,629.5929
39,3,415.91782,105.67531
39,4,491.05914,132.0208
39,5,701.40686,426.26392
39,6,484.14343,500.1486
39,7,491.05914,132.0208
39,8,512.50916,291.3773
39,9,597.52747,298.66016
39,10,844.4138,37.010315
39,11,776.56665,552.7331
39,12,827.2434,462.58356
39,13,827.2434,462.58356
39,14,994.008,558.9091
40,0,139.70546,262.06406
40,1,98.61616,199.49039
40,2,98.61616,199.49039
40,3,163.16849,775.95355
40,4,382.82364,617.4731
40,5,487.37747,110.20074
40,6,554.9932,151.48811
40,7,552.34705,471.12915
40,8,747.6817,437.84024
40,9,554.9932,151.48811
40,10,552.34705,471.12915
40,11,663.5336,286.2993
40,12,746.3337,110.17796
40,13,900.25757,41.4993
40,14,896.5552,534.0911
40,15,978.3251,83.08127
40,16,1067.3737,559.3109
41,0,124.08293,306.885
41,1,56.4756,753.9525
41,2,180.6665,637.16565
41,3,180.6665,637.16565
41,4,248.25224,581.71265
41,5,248.25224,581.71265
41,6,398.81555,99.926186
41,7,501.9821,118.201096
41,8,619.5137,442.2779
41,9,625.8853,271.05548
41,10,814.4253,55.85446
41,11,701.50635,77.596245
41,12,752.3861,395.74744
41,13,750.3017,13.801385
41,14,752.3861,395.74744
41,15,800.4736,574.83026
41,16,945.0221,64.49237
41,17,1036.1344,554.7691
42,0,141.44821,312.94476
42,1,136.92876,757.5323
42,2,169.96652,670.9364
42,3,169.96652,670.9364
42,4,211.78407,611.98444
42,5,169.96652,670.9364
42,6,488.0985,111.132805
42,7,575.34314,442.7565
42,8,568.11743,86.23652
42,9,613.105,637.5124
42,10,667.31165,233.12991
42,11,667.31165,233.12991
42,12,859.74347,73.015945
42,13,798.833,449.86493
42,14,1035.4485,558.1231
43,0,161.31795,290.2785
43,1,171.30177,752.49585
43,2,118.76852,404.1818
43,3,118.76852,404.1818
43,4,171.30177,752.49585
43,5,340.7859,185.14915
43,6,566.4071,433.08383
43,7,517.51465,119.81984
43,8,560.9005,252.04713
43,9,923.85864,78.94296
43,10,796.9743,642.9592
43,11,1044.0593,140.71895
43,12,1044.0593,140.71895
43,13,1044.0593,140.71895
43,14,1075.8112,563.6351
44,0,173.44157,290.28354
44,1,37.511078,363.45312
44,2,222.58154,766.79926
44,3,482.16806,401.86685
44,4,484.66586,111.274155
44,5,440.32324,234.76088
44,6,537.8077,487.4903
44,7,537.8077,487.4903
44,8,886.85657,86.82326
44,9,792.81165,609.596
44,10,1043.8956,40.039642
44,11,1046.2738,560.7211
45,0,140.8764,267.30682
45,1,28.02554,355.79468
45,2,28.02554,355.79468
45,3,179.44856,768.64264
45,4,106.589264,413.22104
45,5,140.8764,267.30682
45,6,297.9504,391.53735
45,7,428.60635,392.12488
45,8,416.84586,279.04184
45,9,415.55167,124.22993
45,10,475.25754,126.540405
45,11,543.8239,276.4603
45,12,524.7328,208.73714
45,13,529.5734,513.3745
45,14,529.5734,513.3745
45,15,652.84265,212.07135
45,16,652.84265,212.07135
45,17,674.7207,126.71036
45,18,840.35614,100.35414
45,19,787.0571,604.7967
45,20,1034.9053,568.00793
46,0,228.20464,297.6934
46,1,269.55478,763.5517
46,2,228.20464,297.6934
46,3,228.20464,297.6934
46,4,417.54956,378.58484
46,5,306.0033,302.9097
46,6,347.14365,437.60287
46,7,417.54956,378.58484
46,8,495.49368,78.29439
46,9,565.5839,71.47243
46,10,560.39746,57.000725
46,11,632.1745,72.46348
46,12,505.4202,74.849304
46,13,491.01166,44.780342
46,14,578.55817,225.2899
46,15,578.55817,225.2899
46,16,599.15155,479.28732
46,17,599.15155,479.28732
46,18,599.15155,479.28732
46,19,889.71594,114.4032
46,20,839.50684,584.9078
46,21,1037.2848,8.398301
46,22,1068.9432,169.50789
46,23,1100.152,553.3829
46,24,1058.5631,253.9395
46,25,1293.2605,316.6526
46,26,1064.8605,266.1639
47,0,161.16669,266.7583
47,1,175.07874,760.46735
47,2,122.83211,305.95004
47,3,328.98526,350.98755
47,4,287.37402,412.46005
47,5,287.37402,412.46005
47,6,287.37402,412.46005
47,7,463.67703,244.92972
47,8,483.6729,157.86696
47,9,507.90863,492.43335
47,10,507.90863,492.43335
47,11,483.6729,157.86696
47,12,541.4965,12.037568
47,13,551.93933,260.43356
47,14,838.5851,122.10307
47,15,744.99176,597.1447
47,16,741.9994,200.40695
47,17,1012.0542,548.16864
