frame,x,y,w,h,conf,class,track
3,958,286,66,70,1.0,1,-1
3,204,294,82,94,1.0,1,-1
3,658,322,52,74,1.0,1,-1
3,822,344,58,78,1.0,1,-1
3,916,348,60,92,1.0,1,-1
3,0,364,72,76,1.0,1,-1
3,996,366,28,84,1.0,1,-1
3,690,370,76,86,1.0,1,-1
3,90,380,64,72,1.0,1,-1
3,532,388,86,94,1.0,1,-1
3,160,390,86,86,1.0,1,-1
3,328,398,88,86,1.0,1,-1
3,420,404,88,66,1.0,1,-1
3,20,410,76,50,1.0,1,-1
3,972,438,46,56,1.0,1,-1
3,32,458,84,84,1.0,1,-1
3,226,462,12,10,1.0,1,-1
3,498,474,150,72,1.0,1,-1
3,510,478,14,10,1.0,1,-1
3,424,484,86,57,1.0,1,-1
3,990,488,34,48,1.0,1,-1
3,0,500,54,100,1.0,1,-1
3,736,526,46,28,1.0,1,-1
3,752,540,84,98,1.0,1,-1
3,414,542,143,100,1.0,1,-1
3,700,550,72,104,1.0,1,-1
3,558,554,72,96,1.0,1,-1
3,628,568,52,86,1.0,1,-1
3,536,574,2,4,1.0,1,-1
3,26,582,68,122,1.0,1,-1
3,686,622,12,26,1.0,1,-1
3,984,642,40,36,1.0,1,-1
3,756,650,22,26,1.0,1,-1
3,544,651,70,47,1.0,1,-1
3,730,668,18,10,1.0,1,-1
3,638,676,60,62,1.0,1,-1
3,206,684,38,48,1.0,1,-1
3,522,686,30,64,1.0,1,-1
3,736,688,62,82,1.0,1,-1
3,50,698,128,66,1.0,1,-1
3,778,714,116,94,1.0,1,-1
3,154,730,92,78,1.0,1,-1
3,662,754,82,98,1.0,1,-1
3,34,796,134,136,1.0,1,-1
3,40,806,22,26,1.0,1,-1
3,0,808,38,56,1.0,1,-1
3,724,814,112,130,1.0,1,-1
3,818,826,96,124,1.0,1,-1
3,38,836,12,24,1.0,1,-1
3,172,846,98,82,1.0,1,-1
3,408,854,124,94,1.0,1,-1
3,146,870,4,4,1.0,1,-1
3,592,888,112,86,1.0,1,-1
3,104,910,66,48,1.0,1,-1
3,782,912,12,10,1.0,1,-1
3,684,936,128,58,1.0,1,-1
3,256,946,84,78,1.0,1,-1
3,828,950,80,74,1.0,1,-1
3,0,954,98,50,1.0,1,-1
3,99,958,67,56,1.0,1,-1
3,644,972,54,36,1.0,1,-1
3,414,988,92,36,1.0,1,-1
3,722,1006,56,18,1.0,1,-1
4,0,0,28,40,1.0,1,-1
4,32,0,70,82,1.0,1,-1
4,88,0,106,96,1.0,1,-1
4,192,0,68,32,1.0,1,-1
4,490,0,20,10,1.0,1,-1
4,190,32,48,44,1.0,1,-1
4,1012,32,12,10,1.0,1,-1
4,928,48,64,52,1.0,1,-1
4,1010,62,14,36,1.0,1,-1
4,18,76,30,18,1.0,1,-1
4,34,80,66,44,1.0,1,-1
4,162,80,108,152,1.0,1,-1
4,140,94,34,34,1.0,1,-1
4,0,108,50,80,1.0,1,-1
4,54,116,94,94,1.0,1,-1
4,888,122,70,34,1.0,1,-1
4,1016,128,8,16,1.0,1,-1
4,924,178,100,60,1.0,1,-1
4,46,186,14,10,1.0,1,-1
4,262,190,18,16,1.0,1,-1
4,844,208,52,84,1.0,1,-1
4,124,278,94,88,1.0,1,-1
4,954,286,64,72,1.0,1,-1
4,110,300,12,22,1.0,1,-1
4,208,300,82,86,1.0,1,-1
4,658,326,108,122,1.0,1,-1
4,824,344,58,78,1.0,1,-1
4,920,350,60,97,1.0,1,-1
4,994,362,30,92,1.0,1,-1
4,0,364,82,98,1.0,1,-1
4,82,378,70,74,1.0,1,-1
4,156,390,86,82,1.0,1,-1
4,540,390,82,84,1.0,1,-1
4,328,400,88,84,1.0,1,-1
4,420,406,90,64,1.0,1,-1
4,976,446,42,46,1.0,1,-1
4,32,456,76,88,1.0,1,-1
4,500,471,148,79,1.0,1,-1
4,420,484,92,56,1.0,1,-1
4,994,488,30,36,1.0,1,-1
4,0,498,30,88,1.0,1,-1
4,964,518,42,28,1.0,1,-1
4,736,528,50,34,1.0,1,-1
4,416,541,132,101,1.0,1,-1
4,1010,542,14,36,1.0,1,-1
4,752,544,80,94,1.0,1,-1
4,704,550,62,106,1.0,1,-1
4,528,554,96,93,1.0,1,-1
4,20,570,70,132,1.0,1,-1
4,628,570,48,84,1.0,1,-1
4,686,610,10,32,1.0,1,-1
4,990,636,34,40,1.0,1,-1
4,548,648,60,52,1.0,1,-1
4,760,652,16,20,1.0,1,-1
4,638,674,60,66,1.0,1,-1
4,158,682,88,128,1.0,1,-1
4,736,686,58,84,1.0,1,-1
4,522,692,30,62,1.0,1,-1
4,795,698,61,48,1.0,1,-1
4,54,702,126,62,1.0,1,-1
4,796,728,86,68,1.0,1,-1
4,648,754,96,96,1.0,1,-1
4,0,796,40,66,1.0,1,-1
4,34,808,138,124,1.0,1,-1
4,788,810,46,54,1.0,1,-1
4,816,824,68,54,1.0,1,-1
4,766,830,44,38,1.0,1,-1
4,42,840,14,20,1.0,1,-1
4,174,848,68,80,1.0,1,-1
4,420,854,112,94,1.0,1,-1
4,726,858,82,76,1.0,1,-1
4,826,864,84,89,1.0,1,-1
4,256,866,14,12,1.0,1,-1
4,594,890,110,86,1.0,1,-1
4,104,900,70,112,1.0,1,-1
4,690,930,126,64,1.0,1,-1
4,258,944,82,80,1.0,1,-1
4,0,954,106,50,1.0,1,-1
4,824,954,76,70,1.0,1,-1
4,650,972,48,36,1.0,1,-1
4,898,982,8,19,1.0,1,-1
4,418,998,88,26,1.0,1,-1
4,724,1006,56,18,1.0,1,-1
5,0,0,26,40,1.0,1,-1
5,32,0,68,82,1.0,1,-1
5,126,0,58,82,1.0,1,-1
5,188,0,70,32,1.0,1,-1
5,468,0,98,28,1.0,1,-1
5,182,28,54,50,1.0,1,-1
5,88,42,70,66,1.0,1,-1
5,928,46,74,52,1.0,1,-1
5,6,48,8,24,1.0,1,-1
5,992,68,32,36,1.0,1,-1
5,14,74,18,16,1.0,1,-1
5,34,80,66,42,1.0,1,-1
5,162,82,108,156,1.0,1,-1
5,0,96,42,82,1.0,1,-1
5,948,96,4,4,1.0,1,-1
5,50,104,92,106,1.0,1,-1
5,143,104,18,24,1.0,1,-1
5,890,120,56,38,1.0,1,-1
5,1010,126,14,20,1.0,1,-1
5,886,162,138,72,1.0,1,-1
5,262,186,16,20,1.0,1,-1
5,844,208,54,78,1.0,1,-1
5,124,282,92,86,1.0,1,-1
5,960,284,64,64,1.0,1,-1
5,204,300,84,86,1.0,1,-1
5,668,332,124,72,1.0,1,-1
5,826,344,58,80,1.0,1,-1
5,922,348,58,98,1.0,1,-1
5,998,362,26,92,1.0,1,-1
5,0,364,80,96,1.0,1,-1
5,82,378,70,82,1.0,1,-1
5,538,388,88,86,1.0,1,-1
5,158,390,86,80,1.0,1,-1
5,328,398,88,88,1.0,1,-1
5,420,406,90,64,1.0,1,-1
5,976,446,48,92,1.0,1,-1
5,32,450,78,94,1.0,1,-1
5,498,471,144,77,1.0,1,-1
5,408,484,106,44,1.0,1,-1
5,0,500,30,53,1.0,1,-1
5,968,516,34,26,1.0,1,-1
5,744,524,38,20,1.0,1,-1
5,1008,539,16,57,1.0,1,-1
5,416,542,144,100,1.0,1,-1
5,740,546,98,94,1.0,1,-1
5,0,554,30,56,1.0,1,-1
5,546,554,76,95,1.0,1,-1
5,704,554,62,104,1.0,1,-1
5,618,558,14,12,1.0,1,-1
5,628,568,50,88,1.0,1,-1
5,28,574,60,124,1.0,1,-1
5,684,610,14,26,1.0,1,-1
5,990,634,34,40,1.0,1,-1
5,550,650,58,50,1.0,1,-1
5,640,670,56,72,1.0,1,-1
5,208,680,38,51,1.0,1,-1
5,736,684,62,86,1.0,1,-1
5,520,692,30,62,1.0,1,-1
5,796,696,88,102,1.0,1,-1
5,52,706,128,70,1.0,1,-1
5,158,728,90,82,1.0,1,-1
5,666,754,78,98,1.0,1,-1
5,0,792,46,70,1.0,1,-1
5,32,808,144,124,1.0,1,-1
5,730,812,108,118,1.0,1,-1
5,826,828,86,144,1.0,1,-1
5,174,846,98,74,1.0,1,-1
5,418,852,114,96,1.0,1,-1
5,594,890,110,86,1.0,1,-1
5,104,902,70,68,1.0,1,-1
5,696,930,124,64,1.0,1,-1
5,256,944,80,80,1.0,1,-1
5,0,954,166,60,1.0,1,-1
5,822,956,64,68,1.0,1,-1
5,648,970,54,38,1.0,1,-1
5,898,974,8,22,1.0,1,-1
5,388,978,124,46,1.0,1,-1
5,722,1004,56,20,1.0,1,-1
6,0,0,24,44,1.0,1,-1
6,28,0,74,88,1.0,1,-1
6,92,0,90,108,1.0,1,-1
6,188,0,68,34,1.0,1,-1
6,172,20,60,58,1.0,1,-1
6,86,33,8,11,1.0,1,-1
6,0,50,12,48,1.0,1,-1
6,938,58,44,40,1.0,1,-1
6,12,74,16,12,1.0,1,-1
6,36,76,64,50,1.0,1,-1
6,162,80,106,148,1.0,1,-1
6,0,102,34,78,1.0,1,-1
6,30,106,8,12,1.0,1,-1
6,144,109,18,19,1.0,1,-1
6,48,114,102,98,1.0,1,-1
6,264,186,12,16,1.0,1,-1
6,930,196,94,38,1.0,1,-1
6,846,212,50,76,1.0,1,-1
6,954,286,70,78,1.0,1,-1
6,126,288,80,80,1.0,1,-1
6,206,298,72,86,1.0,1,-1
6,666,320,126,76,1.0,1,-1
6,824,340,56,86,1.0,1,-1
6,926,358,48,78,1.0,1,-1
6,0,370,82,98,1.0,1,-1
6,974,374,50,170,1.0,1,-1
6,88,378,64,86,1.0,1,-1
6,542,388,86,92,1.0,1,-1
6,158,394,80,80,1.0,1,-1
6,328,400,88,88,1.0,1,-1
6,422,410,92,64,1.0,1,-1
6,28,460,62,38,1.0,1,-1
6,496,464,26,24,1.0,1,-1
6,500,474,124,74,1.0,1,-1
6,484,482,30,36,1.0,1,-1
6,38,486,74,62,1.0,1,-1
6,408,486,82,42,1.0,1,-1
6,0,504,31,104,1.0,1,-1
6,996,530,28,84,1.0,1,-1
6,416,544,142,100,1.0,1,-1
6,750,554,102,100,1.0,1,-1
6,554,560,64,91,1.0,1,-1
6,706,568,72,106,1.0,1,-1
6,628,570,50,86,1.0,1,-1
6,24,584,84,114,1.0,1,-1
6,684,616,10,30,1.0,1,-1
6,996,630,28,44,1.0,1,-1
6,550,652,62,52,1.0,1,-1
6,638,672,54,70,1.0,1,-1
6,208,684,36,46,1.0,1,-1
6,738,686,56,84,1.0,1,-1
6,518,696,32,60,1.0,1,-1
6,802,698,80,102,1.0,1,-1
6,52,708,122,64,1.0,1,-1
6,148,728,98,86,1.0,1,-1
6,666,758,90,94,1.0,1,-1
6,0,784,62,82,1.0,1,-1
6,32,808,148,126,1.0,1,-1
6,752,814,80,70,1.0,1,-1
6,828,832,76,146,1.0,1,-1
6,176,844,94,80,1.0,1,-1
6,418,846,120,104,1.0,1,-1
6,720,862,74,82,1.0,1,-1
6,108,892,62,70,1.0,1,-1
6,592,892,112,86,1.0,1,-1
6,696,930,132,64,1.0,1,-1
6,258,944,78,80,1.0,1,-1
6,0,954,122,50,1.0,1,-1
6,818,960,68,64,1.0,1,-1
6,382,964,128,60,1.0,1,-1
6,646,972,58,36,1.0,1,-1
6,894,976,12,38,1.0,1,-1
6,116,982,52,32,1.0,1,-1
6,718,1002,64,22,1.0,1,-1
7,0,0,28,42,1.0,1,-1
7,32,0,70,80,1.0,1,-1
7,185,0,75,78,1.0,1,-1
7,378,0,166,26,1.0,1,-1
7,794,0,54,26,1.0,1,-1
7,982,0,42,12,1.0,1,-1
7,92,6,92,110,1.0,1,-1
7,934,42,72,54,1.0,1,-1
7,34,74,66,50,1.0,1,-1
7,0,76,30,22,1.0,1,-1
7,162,82,110,134,1.0,1,-1
7,0,98,40,82,1.0,1,-1
7,150,112,20,16,1.0,1,-1
7,50,118,104,94,1.0,1,-1
7,896,118,44,42,1.0,1,-1
7,1006,126,18,30,1.0,1,-1
7,900,156,124,74,1.0,1,-1
7,264,178,16,22,1.0,1,-1
7,0,182,36,14,1.0,1,-1
7,850,212,48,70,1.0,1,-1
7,128,282,82,92,1.0,1,-1
7,970,286,54,54,1.0,1,-1
7,206,292,68,94,1.0,1,-1
7,638,324,162,66,1.0,1,-1
7,824,334,60,92,1.0,1,-1
7,954,348,12,18,1.0,1,-1
7,926,356,58,118,1.0,1,-1
7,0,368,76,94,1.0,1,-1
7,82,370,68,94,1.0,1,-1
7,974,372,50,178,1.0,1,-1
7,544,380,90,98,1.0,1,-1
7,158,390,88,84,1.0,1,-1
7,330,400,86,86,1.0,1,-1
7,422,404,92,68,1.0,1,-1
7,32,440,80,110,1.0,1,-1
7,408,470,112,58,1.0,1,-1
7,502,474,134,74,1.0,1,-1
7,0,500,32,106,1.0,1,-1
7,990,530,34,84,1.0,1,-1
7,416,540,137,102,1.0,1,-1
7,750,548,84,96,1.0,1,-1
7,550,566,66,84,1.0,1,-1
7,630,566,50,92,1.0,1,-1
7,708,568,75,102,1.0,1,-1
7,26,584,86,102,1.0,1,-1
7,996,628,28,46,1.0,1,-1
7,830,630,22,26,1.0,1,-1
7,772,642,18,22,1.0,1,-1
7,550,651,68,51,1.0,1,-1
7,638,676,56,64,1.0,1,-1
7,144,682,104,132,1.0,1,-1
7,740,686,56,84,1.0,1,-1
7,518,694,34,60,1.0,1,-1
7,797,698,93,124,1.0,1,-1
7,46,708,124,75,1.0,1,-1
7,666,758,84,94,1.0,1,-1
7,10,784,48,62,1.0,1,-1
7,140,804,42,34,1.0,1,-1
7,720,812,116,124,1.0,1,-1
7,28,822,128,116,1.0,1,-1
7,824,836,82,117,1.0,1,-1
7,0,838,22,28,1.0,1,-1
7,176,846,92,78,1.0,1,-1
7,418,846,116,96,1.0,1,-1
7,110,880,58,80,1.0,1,-1
7,592,892,110,88,1.0,1,-1
7,776,912,18,12,1.0,1,-1
7,648,930,170,74,1.0,1,-1
7,256,944,82,80,1.0,1,-1
7,0,954,166,56,1.0,1,-1
7,814,954,96,70,1.0,1,-1
7,400,980,108,44,1.0,1,-1
7,720,1000,64,24,1.0,1,-1
8,0,0,30,36,1.0,1,-1
8,10,0,92,92,1.0,1,-1
8,188,0,72,52,1.0,1,-1
8,94,8,95,104,1.0,1,-1
8,932,38,78,58,1.0,1,-1
8,190,40,42,38,1.0,1,-1
8,40,74,60,46,1.0,1,-1
8,1012,78,12,22,1.0,1,-1
8,148,82,124,132,1.0,1,-1
8,44,116,100,94,1.0,1,-1
8,0,118,32,58,1.0,1,-1
8,894,118,42,44,1.0,1,-1
8,1004,134,20,22,1.0,1,-1
8,916,154,48,50,1.0,1,-1
8,264,176,14,22,1.0,1,-1
8,0,184,50,14,1.0,1,-1
8,926,184,98,46,1.0,1,-1
8,844,210,50,72,1.0,1,-1
8,126,268,86,106,1.0,1,-1
8,970,284,54,56,1.0,1,-1
8,206,296,68,90,1.0,1,-1
8,650,296,130,92,1.0,1,-1
8,822,338,60,90,1.0,1,-1
8,928,348,74,198,1.0,1,-1
8,82,366,68,100,1.0,1,-1
8,0,370,78,90,1.0,1,-1
8,992,374,32,146,1.0,1,-1
8,546,380,102,94,1.0,1,-1
8,156,392,88,80,1.0,1,-1
8,328,400,88,86,1.0,1,-1
8,420,404,92,66,1.0,1,-1
8,32,446,76,104,1.0,1,-1
8,500,474,120,72,1.0,1,-1
8,410,480,102,46,1.0,1,-1
8,0,502,32,104,1.0,1,-1
8,990,536,34,88,1.0,1,-1
8,414,538,138,104,1.0,1,-1
8,750,546,104,110,1.0,1,-1
8,630,564,50,94,1.0,1,-1
8,547,568,69,100,1.0,1,-1
8,704,570,86,96,1.0,1,-1
8,30,584,88,98,1.0,1,-1
8,998,624,26,50,1.0,1,-1
8,764,646,34,26,1.0,1,-1
8,554,652,58,48,1.0,1,-1
8,636,678,58,60,1.0,1,-1
8,152,682,96,138,1.0,1,-1
8,742,686,58,84,1.0,1,-1
8,518,692,36,62,1.0,1,-1
8,48,708,122,64,1.0,1,-1
8,800,718,74,78,1.0,1,-1
8,658,756,90,96,1.0,1,-1
8,0,760,66,106,1.0,1,-1
8,838,766,90,62,1.0,1,-1
8,30,806,148,130,1.0,1,-1
8,764,812,68,60,1.0,1,-1
8,788,838,122,113,1.0,1,-1
8,420,844,112,98,1.0,1,-1
8,180,846,86,74,1.0,1,-1
8,752,856,46,46,1.0,1,-1
8,730,868,42,56,1.0,1,-1
8,112,884,60,78,1.0,1,-1
8,588,890,110,84,1.0,1,-1
8,0,896,10,12,1.0,1,-1
8,648,930,172,74,1.0,1,-1
8,256,944,84,80,1.0,1,-1
8,0,952,124,52,1.0,1,-1
8,810,952,96,72,1.0,1,-1
8,334,972,16,14,1.0,1,-1
8,122,984,40,24,1.0,1,-1
8,418,986,88,38,1.0,1,-1
8,718,1000,64,24,1.0,1,-1
9,0,0,34,34,1.0,1,-1
9,26,0,76,88,1.0,1,-1
9,96,0,92,102,1.0,1,-1
9,188,0,74,54,1.0,1,-1
9,189,38,39,41,1.0,1,-1
9,928,46,78,52,1.0,1,-1
9,74,58,2,2,1.0,1,-1
9,48,74,52,42,1.0,1,-1
9,170,80,108,132,1.0,1,-1
9,0,82,18,10,1.0,1,-1
9,142,102,40,50,1.0,1,-1
9,48,112,98,98,1.0,1,-1
9,0,120,38,58,1.0,1,-1
9,894,122,66,32,1.0,1,-1
9,1004,134,20,24,1.0,1,-1
9,0,184,14,14,1.0,1,-1
9,920,186,104,46,1.0,1,-1
9,844,214,52,76,1.0,1,-1
9,128,258,80,120,1.0,1,-1
9,972,290,52,52,1.0,1,-1
9,652,294,112,84,1.0,1,-1
9,206,296,68,92,1.0,1,-1
9,822,340,60,92,1.0,1,-1
9,930,350,48,96,1.0,1,-1
9,992,364,32,130,1.0,1,-1
9,78,366,74,102,1.0,1,-1
9,0,370,80,90,1.0,1,-1
9,550,380,108,94,1.0,1,-1
9,158,396,86,76,1.0,1,-1
9,328,400,88,90,1.0,1,-1
9,422,404,90,68,1.0,1,-1
9,32,448,76,102,1.0,1,-1
9,974,460,26,88,1.0,1,-1
9,550,475,70,59,1.0,1,-1
9,414,480,110,46,1.0,1,-1
9,500,486,60,62,1.0,1,-1
