all_stack_cell_id,all_stack_centroid_x,all_stack_centroid_y,all_stack_frame_nb
12,418.785806451613,602.582795698925,61
12,421.094323516859,604.34443021767,62
12,422.338541666667,605.550480769231,63
12,426.49538977368,606.240150880134,64
12,428.210858585859,607.76936026936,65
12,428.578184916915,607.382190029825,66
12,427.225976305397,610.649407634928,67
12,425.976539589443,612.618349392543,68
12,424.069920225246,617.624120131394,69
12,424.981074168798,618.691560102302,70
12,425.658174097665,616.938428874735,71
12,428.117774176121,614.492706645057,72
12,431.891623036649,611.411518324607,73
12,431.464485578993,609.987516142919,74
12,432.280898876404,609.678972712681,75
12,434.549026425591,609.950625869263,76
12,435.626418988648,610.867217062264,77
12,437.217948717949,610.9602876798,78
12,437.210542445602,608.63530493411,79
12,436.61104140527,605.842220828105,80
13,316.866424352567,248.090867787369,20
13,314.757677543186,248.218809980806,21
13,317.293960923623,245.432060390764,22
13,318.988920804268,247.989741485433,23
13,320.578837452141,254.707970762269,24
13,320.818634423898,255.075746799431,25
14,358.710336993563,508.919348731541,20
14,358.396304675716,510.388763197587,21
14,357.506431459022,512.104373392135,22
14,356.986455981941,514.886004514673,23
14,355.101340694006,517.034305993691,24
14,351.531371030209,515.593338497289,25
14,348.585869565217,513.43768115942,26
14,345.229616087751,509.193418647166,27
14,342.972274971515,508.879605013293,28
14,342.829762368524,508.439813011297,29
14,341.369899923018,510.988837567359,30
14,342.386807181889,511.123731459797,31
14,341.243523316062,512.634117178159,32
14,341.189232623544,511.69907593411,33
14,340.889802631579,508.833059210526,34
14,340.915313734094,507.470820535323,35
14,344.010065425264,504.842476094615,36
14,345.744294167371,502.47168216399,37
14,347.218350754936,504.751451800232,38
15,322.625255623722,134.705521472393,20
15,322.754755784062,136.500257069409,21
15,324.800102774923,139.769784172662,22
15,326.979880369766,139.818923327896,23
15,328.283008036739,142.948909299656,24
15,330.174185463659,142.808897243108,25
15,336.307248236049,142.64271969211,26
15,336.660792951542,144.616740088106,27
15,338.225543478261,143.963315217391,28
15,341.573327961322,143.595084609186,29
15,341.667460857726,144.357726344452,30
16,335.916214587101,618.106088004822,20
16,337.501867995019,616.628891656289,21
16,337.556797020484,616.032278088144,22
16,337.478260869565,614.046497584541,23
16,335.338770388959,613.198243412798,24
16,332.447980416157,612.460220318237,25
16,331.134154244977,612.249513933895,26
16,327.291921249151,613.846571622539,27
16,329.007792207792,615.224025974026,28
16,327.627084723149,616.306871247498,29
16,326.427204374573,618.109364319891,30
16,325.967280163599,617.753237900477,31
16,324.675123326286,620.013389711064,32
16,326.525238744884,620.306957708049,33
16,330.375725900116,623.266550522648,34
16,331.629258517034,622.603874415498,35
16,334.812457684496,624.379146919431,36
16,333.938416422287,625.863636363636,37
16,336.335820895522,627.987788331072,38
16,335.68115942029,625.081884057971,39
16,338.258339247693,624.679914833215,40
16,341.292883895131,622.534082397004,41
16,340.836545875096,622.114880493446,42
16,341.170857988166,624.298076923077,43
16,338.629260182876,623.493765586035,44
16,337.524817518248,625.104379562044,45
16,335.496487119438,622.519906323185,46
16,333.065139584825,621.713672154617,47
16,330.93665158371,619.903038138332,48
16,326.013019218847,615.933663980161,49
16,325.364060072501,616.297255308131,50
16,324.347870182556,612.945740365112,51
16,325.621819960861,611.074853228963,52
16,324.745291902072,611.982109227872,53
16,325.335439961108,611.977151191055,54
16,327.435166994106,615.388015717092,55
16,329.343010272443,618.401965163019,56
16,334.050378956754,625.053499777084,57
16,333.305172413793,628.725431034483,58
16,332.265409383625,631.63155473781,59
16,331.385309278351,634.226374570447,60
16,332.271831616659,634.56605463502,61
16,332.031386224935,634.891891891892,62
16,334.335730337079,634.493483146067,63
16,336.60008760403,634.551905387648,64
16,338.580927384077,636.205161854768,65
16,341.1256190905,637.430436740207,66
16,342.196105702364,638.492350486787,67
16,343.27485380117,642.055555555556,68
16,345.97802734375,642.48779296875,69
16,344.762836185819,644.919804400978,70
16,346.719323671498,645.259420289855,71
16,349.084761463641,649.260768874479,72
16,351.54125528914,648.84802538787,73
16,353.115456238361,650.828677839851,74
17,251.817483189241,710.170989433237,25
18,256.577278731836,670.199471598415,25
18,255.155659004946,684.522548734361,26
19,334.55564516129,238.591935483871,26
19,334.83506044905,235.601899827288,27
19,334.927332782824,234.090008257638,28
19,334.329896907216,232.128865979381,29
19,332.981308411215,232.652506372133,30
19,332.593248945148,233.723206751055,31
19,332.227655986509,235.942664418212,32
19,333.365935919056,235.931703204047,33
19,336.30073800738,234.767527675277,34
19,335.797619047619,232.106292517007,35
19,335.591326105088,229.884904086739,36
19,331.852392538524,230.845093268451,37
19,328.596273291925,232.064773735581,38
19,327.850253807107,233.540609137056,39
19,327.47311827957,236.56541218638,40
19,326.578290105668,240.030739673391,41
19,328.74027072758,242.453468697124,42
20,307.727348993289,274.583053691275,26
20,306.704890387858,274.467116357504,27
20,301.946721311475,272.537704918033,28
20,300.089315525876,270.891485809683,29
20,297.382908792112,270.146261298274,30
20,296.950955943475,269.509559434746,31
20,295.994854202401,266.874785591767,32
20,296.373711340206,265.207903780069,33
20,297.529095792301,261.453894359893,34
20,297.547120418848,258.821116928447,35
20,296.244094488189,256.604549431321,36
20,295.408233276158,256.064322469983,37
20,294.747026169707,258.01506740682,38
20,295.392156862745,262.369138959932,39
20,296.724540901503,262.843071786311,40
20,296.581034482759,263.988793103448,41
20,294.910266774454,263.104284559418,42
20,293.850253807107,263.681049069374,43
20,291.907960199005,263.96600331675,44
20,293.577015163607,264.078212290503,45
20,292.024603174603,263.85873015873,46
20,290.138101983003,264.64730878187,47
20,288.322991249006,265.069212410501,48
20,284.619607843137,266.315294117647,49
20,283.140797285835,267.729431721798,50
20,282.881502890173,269.161849710983,51
20,282.153550863724,271.702495201535,52
20,284.480668756531,271.403343782654,53
20,286.138181818182,273.054545454545,54
20,286.701923076923,271.232517482517,55
20,287.797435897436,269.965811965812,56
20,289.06686701728,267.586776859504,57
20,290.806857942617,267.02589223233,58
20,292.347736625514,267.18792866941,59
20,293.164827586207,270.008275862069,60
20,292.036213468869,272.712198221093,61
20,289.443430656934,275.206204379562,62
20,288.578069129917,277.453516090584,63
20,288.740676993689,277.310958118187,64
20,287.540404040404,278.879910213244,65
20,288.386438809261,278.649944873208,66
20,288.095369349504,278.923373759647,67
20,289.881030701754,277.792763157895,68
20,290.541576673866,275.199244060475,69
20,293.215313463515,271.908530318602,70
20,293.304594734125,270.451729478575,71
20,296.335189873418,270.078987341772,72
20,297.759645464025,272.105839416058,73
20,299.632911392405,275.620740019474,74
20,299.145262145262,280.039923039923,75
20,299.580339321357,281.612275449102,76
20,297.345868381989,284.658584858981,77
20,296.449290593799,285.407777193904,78
20,294.417672886937,286.403402854007,79
20,291.525743707094,285.704805491991,80
20,289.704989154013,281.971800433839,81
20,288.567343173432,283.925276752768,82
20,301.095164609053,278.507544581619,83
21,248.732310315431,712.289002557545,27
21,248.654220779221,713.960227272727,28
21,247.734660033168,714.753731343284,29
21,249.721217105263,718.570723684211,30
21,249.789644012945,720.187702265372,31
21,250.647108130763,722.067057837385,32
21,250.995165189363,724.199838839645,33
21,250.237520128824,727.045893719807,34
21,248.467382962394,728.689178818112,35
21,247.314123376623,731.564935064935,36
21,248.040092521203,733.560524286816,37
21,250.024498886414,733.215293244246,38
21,252.880844645551,732.453996983409,39
21,253.603746397695,728.708213256484,40
21,252.858394160584,726.137226277372,41
21,250.512426900585,724.68201754386,42
22,263.286360698125,663.45636716225,27
22,263.222989949749,660.609296482412,28
22,264.286279683377,660.369393139842,29
22,263.828104575163,658.51568627451,30
22,264.307281229125,659.380761523046,31
22,263.549808429119,658.611749680715,32
22,261.592139175258,659.405927835052,33
22,262.167186525265,661.892701185278,34
22,259.711598746082,662.193103448276,35
22,261.924159021407,663.359633027523,36
22,261.457742134485,663.574953732264,37
22,265.468806783767,664.129012719564,38
22,267.458912768647,665.208596713022,39
22,269.15577275504,665.302382406842,40
22,270.129557291667,663.847005208333,41
22,269.570116350276,661.874464176362,42
22,249.125370919881,724.735163204748,43
22,247.565217391304,728.473839351511,44
22,245.509379509379,728.512265512265,45
22,244.897209985316,728.279001468429,46
22,244.361717100633,725.478536242083,47
22,245.824411134904,722.099928622413,48
22,246.717469446441,719.78360891445,49
22,249.325752017608,716.27512839325,50
22,250.588538312943,713.468126207341,51
22,252.797972972973,710.285135135135,52
22,254.923197492163,708.074451410658,53
22,256.242997728993,708.59424678274,54
22,254.865035516969,709.211523283347,55
22,252.299373040752,712.989028213166,56
22,249.627316403569,714.127659574468,57
22,246.842032011134,714.846207376479,58
22,245.737997256516,717.597393689986,59
22,245.306910569106,718.161924119241,60
22,243.058746736292,719.873368146214,61
22,242.158156911582,721.088418430884,62
22,240.662732919255,722.750931677019,63
22,240.673333333333,725.395757575758,64
22,241.893831553974,729.077698695136,65
22,242.006497341996,731.658003544005,66
22,241.182954545455,729.776136363636,67
22,238.366780045351,729.339002267574,68
22,234.814426992437,729.152414194299,69
22,230.950723085163,732.400107123728,70
22,228.636884306987,733.036655211913,71
22,224.351022664456,734.765616362631,72
22,221.092475588742,732.76622630672,73
22,218.885273972603,729.945205479452,74
22,216.256529309344,725.611723737667,75
22,214.358262967431,724.457780458384,76
22,211.661048689139,723.832709113608,77
22,208.192355117139,727.012946979038,78
22,204.776758409786,727.097247706422,79
22,200.532918610679,732.805598755832,80
22,197.601472134595,730.077287066246,81
22,202.169403630078,729.510803802939,82
22,200.087246087246,729.403596403596,83
22,199.536015574302,730.767683322518,84
23,581.234265734266,714.123543123543,28
24,556.054069767442,677.340697674419,28
24,564.228013029316,690.428190701806,29
25,584.597911227154,719.687554395126,30
25,582.396415770609,722.607885304659,31
25,579.809314586995,723.749560632689,32
25,577.143767060964,723.096451319381,33
25,576.864241348713,724.494232475599,34
25,577.782608695652,724.486024844721,35
25,577.215844785772,726.914308811641,36
25,580.355011476664,725.481254781943,37
25,581.058260175579,728.634477254589,38
26,554.46463022508,673.588424437299,30
26,555.866061293984,673.266742338252,31
26,558.745434421693,672.167681239624,32
26,562.14829106946,673.251929437707,33
26,562.40873015873,672.62074829932,34
26,562.227668845316,669.337145969499,35
26,561.890216154721,668.170648464164,36
26,561.875070982396,665.731402612152,37
26,561.75071306332,666.970336565887,38
27,343.393939393939,168.926406926407,31
27,340.441273326015,171.586169045005,32
27,341.268878718535,175.059496567506,33
27,341.15538290788,174.254162042175,34
27,343.260243632337,173.9357696567,35
27,345.524390243902,170.720620842572,36
27,344.366259711432,171.136514983352,37
27,344.198247535597,173.691128148959,38
27,342.629273504273,176.689102564103,39
27,340.192904656319,179.064301552106,40
27,339.056886227545,181.553892215569,41
27,337.345105953582,182.413723511604,42
27,336.722433460076,184.897338403042,43
27,337.302025782689,185.653775322284,44
27,339.755218216319,186.815939278937,45
27,341.155688622754,182.87254063302,46
27,343.058064516129,182.724423963134,47
27,343.261638733706,181.129422718808,48
27,345.989837398374,179.70325203252,49
27,347.671656686627,176.340319361277,50
27,346.364933741081,173.306829765545,51
27,346.299800796813,170.989043824701,52
27,343.089874857793,168.729237770193,53
27,339.664107485605,164.471209213052,54
27,339.689887640449,161.392134831461,55
27,339.289156626506,158.301204819277,56
27,338.667305848514,158.52828379674,57
27,343.148036253776,158.802870090634,58
27,343.851288830139,157.282881692003,59
27,346.073364177132,158.018506278916,60
27,347.013907284768,158.035761589404,61
27,345.697049180328,160.230163934426,62
27,346.13439007581,161.5272226051,63
27,346.155938951559,164.849369608494,64
27,348.55923566879,165.535031847134,65
27,349.184504267892,166.669074195666,66
27,350.108038585209,164.466881028939,67
27,351.660098522168,162.999384236453,68
27,350.073825503356,163.208663819402,69
27,348.079449152542,162.371292372881,70
27,346.610410958904,163.837808219178,71
27,345.375856615709,164.312071692145,72
27,344.855312333155,167.860117458623,73
27,347.964860035736,171.875521143538,74
27,349.220388921626,171.95344725987,75
27,348.912044817927,169.880112044818,76
27,349.372406057207,166.761076836792,77
27,347.995327102804,164.352803738318,78
27,346.426497277677,162.505747126437,79
27,345.611148878314,160.227736233855,80
27,348.883977900553,159.170718232044,81
27,349.866703236423,158.450905101481,82
27,346.723672367237,158.254275427543,83
27,344.576048951049,158.598339160839,84
28,352.584433634468,129.563585823489,31
28,353.657842488418,129.784248841827,32
28,355.068340306834,130.178521617852,33
28,356.955233706386,132.125082290981,34
28,357.242055442867,130.856659905341,35
28,358.766572637518,130.299717912553,36
28,360.81067961165,127.766296809986,37
28,362.167391304348,127.072463768116,38
28,363.532670454545,127.708096590909,39
28,365.819801980198,126.951815181518,40
28,368.924232936756,124.506574827802,41
28,370.649870801034,122.055555555556,42
28,370.66559070368,121.299548095546,43
28,368.576750160565,120.285163776493,44
28,367.901452937461,119.553379658876,45
28,366.12247397428,118.334353949786,46
28,367.373896595208,115.935056746532,47
28,368.614457831325,115.376664552949,48
28,369.982210927573,114.032401524778,49
28,371.498309668695,112.797160243408,50
28,372.763196480938,110.49780058651,51
28,373.521646557842,106.41873669269,52
28,373.776108189331,103.112697220135,53
28,374.623586429725,99.8788368336026,54
28,376.995305164319,98.3943661971831,55
28,377.198815009875,101.43383805135,56
28,382.582156133829,102.639405204461,57
28,384.10521955261,103.042253521127,58
28,379.492159227986,104.223763570567,59
28,385.876923076923,101.34652014652,60
28,381.928983833718,100.542147806005,61
28,380.868697478992,99.703256302521,62
28,380.64718054837,96.6668391101914,63
28,380.408641332639,94.8552837064029,64
28,382.882206759443,91.882703777336,65
28,385.89401373896,93.3871442590775,66
28,389.72277676951,92.733666061706,67
28,392.977251184834,95.3341232227488,68
28,396.166506256015,92.8224254090472,69
28,397.6191369606,93.2682926829268,70
28,398.483901515152,89.9308712121212,71
28,398.025489303596,91.2935821574875,72
28,400.652253909844,90.9751609935603,73
28,400.629302736099,91.6566637246249,74
28,404.234634146341,94.2282926829268,75
28,402.52606408417,97.1822094691535,76
28,402.58881741712,99.9554675903018,77
28,398.916706788637,101.754935002407,78
28,396.024113475177,102.436406619385,79
28,391.220981058766,101.549781447305,80
28,387.714285714286,99.6945986875316,81
28,384.671313672922,95.8160857908847,82
28,376.045133991537,97.1631405735778,83
28,373.994367417678,94.1867417677643,84
28,381.044652128764,78.7466251298027,85
28,369.803367217281,95.7836721728081,86
29,579.578404401651,730.981430536451,39
29,576.781085814361,734.632224168126,40
29,577.384447674419,737.801598837209,41
29,573.883934025657,739.54795357361,42
30,338.257286432161,486.106532663317,39
31,355.31037489102,521.529206625981,39
31,342.954693611473,503.954367666232,40
32,561.722019781364,668.43623112962,39
32,561.525124240751,669.533959138597,40
32,560.229561451002,670.12885760693,41
32,559.350580781415,669.350580781415,42
32,555.461660497091,668.741935483871,43
32,552.998370450842,667.998370450842,44
32,550.492807671817,670.175279701652,45
32,547.34224863794,672.327885091629,46
32,547.475603492553,676.570107858243,47
32,543.893691008445,680.394436164928,48
32,544.829968119022,681.703506907545,49
32,538.925905895078,681.671173607355,50
32,538.888108379328,682.148519819368,51
32,540.071649484536,679.00618556701,52
32,541.818136769078,678.553022794846,53
32,540.932541824069,672.630868861306,54
32,540.279781420765,669.389071038251,55
32,541.233606557377,668.753073770492,56
32,541.062332079527,668.455668995164,57
32,542.493797709924,671.836832061069,58
32,543.45421624418,671.916192446974,59
32,543.246492985972,670.581162324649,60
32,543.415258329309,668.698213423467,61
32,543.380718150516,664.998524348254,62
32,543.199224430441,662.165777993214,63
32,544.99552238806,661.398507462687,64
32,544.996718237225,659.099859353024,65
32,546.952712100139,657.702828001854,66
32,544.10050714615,655.195481788843,67
32,543.529250457038,653.060786106033,68
32,542.013394919169,653.143187066975,69
32,541.702407996365,652.179918218991,70
32,543.503978779841,650.962422634836,71
32,544.7089678511,647.770304568528,72
32,543.6697902722,646.309683177153,73
32,542.545684210526,645.967157894737,74
32,541.301683211049,647.181268882175,75
32,542.492878722486,647.415192058697,76
32,542.718388341192,649.069009858551,77
32,542.197241955704,649.269536147096,78
32,539.918662262593,650.045829892651,79
32,537.170004450378,651.065420560748,80
32,537.291304347826,650.561352657005,81
32,536.97881773399,651.514285714286,82
32,541.417314670814,650.010886469673,83
32,544.021842355176,648.048433048433,84
32,543.727344677483,648.196675900277,85
32,542.153044610876,649.63106479974,86
33,353.514018691589,643.168224299065,41
33,352.5,643.827586206897,42
34,328.118534482759,481.246408045977,41
34,325.586956521739,480.288405797101,42
34,323.990163934426,479.258360655738,43
34,322.897506925208,480.171745152355,44
34,320.969798657718,478.008053691275,45
34,318.242092457421,478.171532846715,46
34,315.47005795235,477.420476497102,47
34,316.47380952381,478.846825396825,48
34,314.078625954198,478.920610687023,49
34,311.148529411765,476.802205882353,50
34,310.900078064013,475.460577673692,51
34,309.472121650978,472.325126719768,52
34,309.30201863354,469.547360248447,53
34,311.567010309278,472.423253150057,54
34,305.811221122112,469.922772277228,55
34,303.604867573372,472.554044380816,56
34,305.580239144116,472.758967904342,57
34,305.084185680566,473.019669551534,58
34,308.148936170213,472.801145662848,59
34,307.758116883117,470.92288961039,60
34,310.656748911466,469.888969521045,61
34,311.449654112221,470.13528055342,62
34,312.512968299712,468.938040345821,63
34,312.253563390848,472.74943735934,64
34,311.11060259344,472.061784897025,65
34,307.179071481209,475.931466470155,66
34,304.38905775076,474.137537993921,67
34,304.471368715084,473.908519553073,68
34,302.473522640061,468.293937068304,69
34,305.01413982718,465.124901806756,70
34,305.016091954023,461.510344827586,71
34,307.519069166128,462.620555914674,72
34,306.713024282561,462.505518763797,73
34,302.612691466083,462.698577680525,74
34,301.652426160338,462.333333333333,75
34,298.331049024776,463.633632050606,76
34,298.290110998991,464.749747729566,77
34,298.5,466.942064264849,78
34,299.028144239226,465.98944591029,79
34,298.647157894737,467.120421052632,80
34,295.029815613966,467.631620243233,81
34,294.996038034865,471.524167987322,82
34,295.206736353078,475.372435152923,83
34,297.36893969255,476.769412692156,84
34,300.23364126251,479.636643571978,85
34,302.367916999202,481.59736632083,86
34,303.88111332008,483.75944333996,87
34,307.397911832947,484.462877030162,88
34,310.326595323028,484.988902100674,89
34,312.711891460495,484.386272944932,90
34,312.147508038585,484.77652733119,91
34,311.513113367174,484.835448392555,92
34,308.238691049086,485.047641963426,93
34,306.591598094413,482.967951494153,94
34,306.420295489891,484.872083981337,95
34,304.820749736008,485.852692713833,96
35,357.718923198733,525.709422011085,41
35,357.917665867306,527.809752198241,42
35,355.107279693487,530.878927203065,43
35,353.306138306138,529.45843045843,44
35,353.332605531295,529.823144104804,45
35,353.510901162791,530.106104651163,46
