frame,x,y,w,h,conf,class,track
14,236,697,52,64,1.0,1,-1
15,649,18,50,52,1.0,1,-1
15,294,102,48,56,1.0,1,-1
15,657,148,54,54,1.0,1,-1
15,288,222,54,60,1.0,1,-1
15,330,479,63,56,1.0,1,-1
15,318,565,73,78,1.0,1,-1
15,551,651,48,60,1.0,1,-1
15,238,695,50,66,1.0,1,-1
16,647,16,48,48,1.0,1,-1
16,296,104,44,54,1.0,1,-1
16,655,148,56,52,1.0,1,-1
16,288,222,58,60,1.0,1,-1
16,330,481,63,58,1.0,1,-1
16,352,563,43,48,1.0,1,-1
16,316,595,42,50,1.0,1,-1
16,555,651,46,64,1.0,1,-1
16,236,691,50,62,1.0,1,-1
17,639,12,52,52,1.0,1,-1
17,298,104,48,52,1.0,1,-1
17,655,146,54,52,1.0,1,-1
17,288,220,60,60,1.0,1,-1
17,403,344,14,4,1.0,1,-1
17,40,401,10,12,1.0,1,-1
17,330,481,63,56,1.0,1,-1
17,230,485,8,8,1.0,1,-1
17,360,563,39,48,1.0,1,-1
17,314,595,44,52,1.0,1,-1
17,555,653,44,62,1.0,1,-1
17,234,687,50,60,1.0,1,-1
17,451,691,12,8,1.0,1,-1
18,300,4,18,8,1.0,1,-1
18,326,8,10,12,1.0,1,-1
18,635,12,54,50,1.0,1,-1
18,252,30,14,12,1.0,1,-1
18,106,48,8,12,1.0,1,-1
18,373,50,6,12,1.0,1,-1
18,635,84,8,8,1.0,1,-1
18,298,106,48,52,1.0,1,-1
18,651,144,56,52,1.0,1,-1
18,250,210,16,6,1.0,1,-1
18,288,222,60,58,1.0,1,-1
18,485,230,8,10,1.0,1,-1
18,405,238,20,18,1.0,1,-1
18,42,248,8,8,1.0,1,-1
18,371,248,6,10,1.0,1,-1
18,106,260,12,10,1.0,1,-1
18,507,340,12,10,1.0,1,-1
18,587,344,12,10,1.0,1,-1
18,326,354,12,10,1.0,1,-1
18,258,368,10,8,1.0,1,-1
18,322,370,10,10,1.0,1,-1
18,571,374,8,10,1.0,1,-1
18,244,397,12,10,1.0,1,-1
18,509,407,12,8,1.0,1,-1
18,130,413,10,10,1.0,1,-1
18,697,417,16,12,1.0,1,-1
18,340,421,16,16,1.0,1,-1
18,204,429,12,6,1.0,1,-1
18,693,449,14,14,1.0,1,-1
18,615,451,10,10,1.0,1,-1
18,585,453,10,10,1.0,1,-1
18,653,453,18,12,1.0,1,-1
18,324,455,10,10,1.0,1,-1
18,587,473,10,10,1.0,1,-1
18,10,481,12,12,1.0,1,-1
18,326,483,65,54,1.0,1,-1
18,635,525,8,8,1.0,1,-1
18,128,557,10,10,1.0,1,-1
18,140,563,18,14,1.0,1,-1
18,364,563,41,48,1.0,1,-1
18,254,565,12,8,1.0,1,-1
18,4,571,8,12,1.0,1,-1
18,102,579,6,10,1.0,1,-1
18,316,593,40,52,1.0,1,-1
18,214,607,6,18,1.0,1,-1
18,278,615,8,8,1.0,1,-1
18,557,655,44,64,1.0,1,-1
18,230,681,52,62,1.0,1,-1
18,198,701,8,10,1.0,1,-1
18,693,733,8,8,1.0,1,-1
18,661,743,8,16,1.0,1,-1
19,633,6,50,54,1.0,1,-1
19,300,108,48,52,1.0,1,-1
19,651,144,54,52,1.0,1,-1
19,290,220,58,56,1.0,1,-1
19,324,481,65,52,1.0,1,-1
19,366,563,39,46,1.0,1,-1
19,314,591,40,54,1.0,1,-1
19,559,657,42,64,1.0,1,-1
19,230,679,50,62,1.0,1,-1
20,631,4,56,52,1.0,1,-1
20,300,110,48,52,1.0,1,-1
20,647,140,54,54,1.0,1,-1
20,290,222,52,52,1.0,1,-1
20,324,483,67,52,1.0,1,-1
20,364,563,41,50,1.0,1,-1
20,318,589,36,56,1.0,1,-1
20,557,657,42,64,1.0,1,-1
20,232,681,50,56,1.0,1,-1
21,629,0,52,50,1.0,1,-1
21,593,78,10,10,1.0,1,-1
21,302,112,46,54,1.0,1,-1
21,635,136,66,56,1.0,1,-1
21,290,218,58,56,1.0,1,-1
21,320,483,69,54,1.0,1,-1
21,360,565,45,48,1.0,1,-1
21,316,589,38,52,1.0,1,-1
21,547,659,52,62,1.0,1,-1
21,230,679,50,56,1.0,1,-1
22,631,0,50,46,1.0,1,-1
22,535,104,12,6,1.0,1,-1
22,306,112,42,54,1.0,1,-1
22,635,134,56,54,1.0,1,-1
22,296,216,46,64,1.0,1,-1
22,324,487,65,52,1.0,1,-1
22,360,565,39,54,1.0,1,-1
22,316,587,40,52,1.0,1,-1
22,549,659,46,62,1.0,1,-1
22,190,661,20,10,1.0,1,-1
22,230,663,52,62,1.0,1,-1
23,631,0,50,42,1.0,1,-1
23,403,20,10,18,1.0,1,-1
23,471,36,8,10,1.0,1,-1
23,493,52,8,8,1.0,1,-1
23,222,70,22,14,1.0,1,-1
23,308,116,40,52,1.0,1,-1
23,210,118,14,12,1.0,1,-1
23,156,130,14,16,1.0,1,-1
23,631,134,56,52,1.0,1,-1
23,505,180,16,10,1.0,1,-1
23,603,210,10,8,1.0,1,-1
23,294,218,54,76,1.0,1,-1
23,557,256,8,8,1.0,1,-1
23,725,264,8,10,1.0,1,-1
23,539,268,8,8,1.0,1,-1
23,70,292,14,8,1.0,1,-1
23,192,340,10,8,1.0,1,-1
23,669,346,10,10,1.0,1,-1
23,603,362,8,10,1.0,1,-1
23,613,368,12,27,1.0,1,-1
23,631,368,10,10,1.0,1,-1
23,547,372,10,10,1.0,1,-1
23,567,393,10,12,1.0,1,-1
23,395,401,10,6,1.0,1,-1
23,28,419,10,10,1.0,1,-1
23,535,427,10,6,1.0,1,-1
23,693,435,8,8,1.0,1,-1
23,80,459,6,10,1.0,1,-1
23,304,471,10,8,1.0,1,-1
23,322,489,63,52,1.0,1,-1
23,671,501,8,10,1.0,1,-1
23,705,503,10,6,1.0,1,-1
23,76,515,12,10,1.0,1,-1
23,721,537,10,8,1.0,1,-1
23,208,553,16,10,1.0,1,-1
23,421,555,8,8,1.0,1,-1
23,585,557,8,8,1.0,1,-1
23,174,561,10,10,1.0,1,-1
23,116,563,8,8,1.0,1,-1
23,360,567,39,50,1.0,1,-1
23,314,587,38,50,1.0,1,-1
23,651,595,12,14,1.0,1,-1
23,403,631,16,16,1.0,1,-1
23,601,633,10,8,1.0,1,-1
23,114,639,14,14,1.0,1,-1
23,693,647,10,10,1.0,1,-1
23,230,657,48,64,1.0,1,-1
23,350,659,8,12,1.0,1,-1
23,547,661,46,58,1.0,1,-1
23,42,663,10,12,1.0,1,-1
23,615,663,10,14,1.0,1,-1
23,723,677,10,10,1.0,1,-1
23,290,685,8,10,1.0,1,-1
23,457,745,14,16,1.0,1,-1
23,330,749,10,8,1.0,1,-1
23,469,759,12,8,1.0,1,-1
24,633,0,46,42,1.0,1,-1
24,308,118,42,48,1.0,1,-1
24,625,136,58,50,1.0,1,-1
24,294,218,54,78,1.0,1,-1
24,318,487,65,54,1.0,1,-1
24,362,569,37,48,1.0,1,-1
24,310,585,42,50,1.0,1,-1
24,232,645,44,46,1.0,1,-1
24,547,661,42,58,1.0,1,-1
24,232,695,40,32,1.0,1,-1
25,629,0,48,38,1.0,1,-1
25,389,18,22,14,1.0,1,-1
25,449,32,10,8,1.0,1,-1
25,543,54,10,8,1.0,1,-1
25,224,78,10,8,1.0,1,-1
25,641,102,12,12,1.0,1,-1
25,290,110,10,8,1.0,1,-1
25,210,118,10,10,1.0,1,-1
25,312,122,52,40,1.0,1,-1
25,621,134,58,50,1.0,1,-1
25,82,154,12,18,1.0,1,-1
25,100,154,8,8,1.0,1,-1
25,511,180,10,8,1.0,1,-1
25,222,214,8,12,1.0,1,-1
25,377,214,10,8,1.0,1,-1
25,318,216,32,46,1.0,1,-1
25,499,216,8,8,1.0,1,-1
25,290,252,32,44,1.0,1,-1
25,210,260,8,10,1.0,1,-1
25,401,288,10,8,1.0,1,-1
25,198,300,8,18,1.0,1,-1
25,501,316,10,10,1.0,1,-1
25,673,340,14,12,1.0,1,-1
25,158,346,10,8,1.0,1,-1
25,705,354,12,12,1.0,1,-1
25,525,401,26,12,1.0,1,-1
25,76,457,6,8,1.0,1,-1
25,437,459,8,16,1.0,1,-1
25,507,461,10,10,1.0,1,-1
25,312,485,69,54,1.0,1,-1
25,439,493,12,10,1.0,1,-1
25,651,519,8,10,1.0,1,-1
25,587,557,8,10,1.0,1,-1
25,58,561,10,10,1.0,1,-1
25,362,569,39,48,1.0,1,-1
25,310,585,38,50,1.0,1,-1
25,88,591,8,10,1.0,1,-1
25,10,605,12,12,1.0,1,-1
25,503,607,14,12,1.0,1,-1
25,228,637,54,90,1.0,1,-1
25,481,665,14,22,1.0,1,-1
25,549,667,42,56,1.0,1,-1
25,114,711,10,14,1.0,1,-1
25,417,711,10,8,1.0,1,-1
25,709,713,12,6,1.0,1,-1
25,100,729,10,6,1.0,1,-1
25,128,733,10,10,1.0,1,-1
25,368,737,7,8,1.0,1,-1
26,625,0,50,40,1.0,1,-1
26,312,118,48,52,1.0,1,-1
26,617,136,56,48,1.0,1,-1
26,589,156,8,8,1.0,1,-1
26,320,214,30,44,1.0,1,-1
26,288,252,36,44,1.0,1,-1
26,310,481,67,54,1.0,1,-1
26,364,567,39,50,1.0,1,-1
26,306,589,38,48,1.0,1,-1
26,246,637,36,50,1.0,1,-1
26,547,663,46,60,1.0,1,-1
26,228,697,42,32,1.0,1,-1
27,623,0,50,38,1.0,1,-1
27,310,116,54,56,1.0,1,-1
27,615,134,54,48,1.0,1,-1
27,10,144,10,10,1.0,1,-1
27,318,212,32,46,1.0,1,-1
27,284,250,34,44,1.0,1,-1
27,461,280,8,14,1.0,1,-1
27,308,481,65,52,1.0,1,-1
27,366,569,39,48,1.0,1,-1
27,308,589,38,50,1.0,1,-1
27,244,633,40,52,1.0,1,-1
27,527,655,56,42,1.0,1,-1
27,228,697,42,34,1.0,1,-1
27,563,697,36,32,1.0,1,-1
27,505,737,8,16,1.0,1,-1
27,487,759,12,8,1.0,1,-1
28,621,0,48,38,1.0,1,-1
28,314,114,52,62,1.0,1,-1
28,613,134,54,48,1.0,1,-1
28,318,210,30,46,1.0,1,-1
28,280,250,40,40,1.0,1,-1
28,308,481,65,52,1.0,1,-1
28,368,567,39,48,1.0,1,-1
28,306,593,40,46,1.0,1,-1
28,246,635,38,50,1.0,1,-1
28,525,653,74,74,1.0,1,-1
28,226,699,44,34,1.0,1,-1
29,619,0,46,34,1.0,1,-1
29,310,114,59,66,1.0,1,-1
29,613,136,54,48,1.0,1,-1
29,316,210,30,46,1.0,1,-1
29,276,250,42,38,1.0,1,-1
29,308,483,63,54,1.0,1,-1
29,369,567,38,48,1.0,1,-1
29,306,595,38,46,1.0,1,-1
29,244,633,40,50,1.0,1,-1
29,527,651,52,44,1.0,1,-1
29,230,699,40,38,1.0,1,-1
29,561,703,48,32,1.0,1,-1
30,613,0,50,32,1.0,1,-1
30,326,110,51,42,1.0,1,-1
30,264,120,8,8,1.0,1,-1
30,613,136,56,48,1.0,1,-1
30,324,152,40,30,1.0,1,-1
30,316,210,30,48,1.0,1,-1
30,495,218,6,10,1.0,1,-1
30,276,250,42,38,1.0,1,-1
30,124,389,10,10,1.0,1,-1
30,310,485,61,52,1.0,1,-1
30,369,563,40,50,1.0,1,-1
30,146,571,8,8,1.0,1,-1
30,304,597,44,44,1.0,1,-1
30,246,633,38,50,1.0,1,-1
30,529,653,50,42,1.0,1,-1
30,230,701,40,40,1.0,1,-1
30,559,703,48,38,1.0,1,-1
31,611,0,48,28,1.0,1,-1
31,328,110,49,42,1.0,1,-1
31,615,138,56,48,1.0,1,-1
31,322,154,36,32,1.0,1,-1
31,314,212,34,46,1.0,1,-1
31,274,248,44,36,1.0,1,-1
31,310,487,59,52,1.0,1,-1
31,371,563,42,50,1.0,1,-1
31,304,599,42,44,1.0,1,-1
31,244,633,40,50,1.0,1,-1
31,531,651,52,44,1.0,1,-1
31,232,699,34,42,1.0,1,-1
31,561,705,40,38,1.0,1,-1
32,609,0,46,26,1.0,1,-1
32,134,86,12,8,1.0,1,-1
32,182,98,8,10,1.0,1,-1
32,298,110,8,12,1.0,1,-1
32,330,112,47,40,1.0,1,-1
32,621,134,50,50,1.0,1,-1
32,324,158,34,34,1.0,1,-1
32,316,214,32,44,1.0,1,-1
32,274,248,44,34,1.0,1,-1
32,312,485,57,54,1.0,1,-1
32,453,513,10,10,1.0,1,-1
32,373,563,42,50,1.0,1,-1
32,304,601,46,42,1.0,1,-1
32,242,633,40,50,1.0,1,-1
32,533,651,54,44,1.0,1,-1
32,232,701,36,42,1.0,1,-1
32,557,703,42,40,1.0,1,-1
33,605,0,46,16,1.0,1,-1
33,330,112,49,42,1.0,1,-1
33,623,134,52,48,1.0,1,-1
33,324,156,34,34,1.0,1,-1
33,320,212,30,44,1.0,1,-1
33,276,242,44,36,1.0,1,-1
33,310,485,59,50,1.0,1,-1
33,371,567,48,44,1.0,1,-1
33,304,603,56,44,1.0,1,-1
33,244,635,38,52,1.0,1,-1
33,535,649,50,46,1.0,1,-1
33,232,703,34,44,1.0,1,-1
33,557,705,40,40,1.0,1,-1
34,605,0,42,14,1.0,1,-1
34,328,110,51,42,1.0,1,-1
34,625,130,50,50,1.0,1,-1
34,326,154,34,36,1.0,1,-1
34,320,210,32,44,1.0,1,-1
34,276,238,44,38,1.0,1,-1
34,557,262,12,10,1.0,1,-1
34,521,376,10,8,1.0,1,-1
34,360,431,9,10,1.0,1,-1
34,310,485,58,48,1.0,1,-1
34,371,567,48,46,1.0,1,-1
34,308,603,54,42,1.0,1,-1
34,240,635,42,52,1.0,1,-1
34,535,649,52,42,1.0,1,-1
34,557,703,40,42,1.0,1,-1
34,230,705,36,44,1.0,1,-1
35,603,0,42,16,1.0,1,-1
35,332,110,47,42,1.0,1,-1
35,625,130,50,48,1.0,1,-1
35,328,152,34,36,1.0,1,-1
35,318,208,34,44,1.0,1,-1
35,276,236,42,38,1.0,1,-1
35,128,248,10,8,1.0,1,-1
35,312,485,61,42,1.0,1,-1
35,368,571,49,44,1.0,1,-1
35,312,605,50,42,1.0,1,-1
35,242,637,42,50,1.0,1,-1
35,537,647,48,44,1.0,1,-1
35,557,705,38,44,1.0,1,-1
35,230,707,34,44,1.0,1,-1
36,597,0,46,16,1.0,1,-1
36,296,92,8,10,1.0,1,-1
36,336,108,47,40,1.0,1,-1
36,623,128,52,48,1.0,1,-1
36,326,154,36,32,1.0,1,-1
36,314,210,38,44,1.0,1,-1
36,274,236,42,38,1.0,1,-1
36,316,475,55,56,1.0,1,-1
36,497,481,8,8,1.0,1,-1
36,661,525,8,12,1.0,1,-1
36,364,575,53,42,1.0,1,-1
36,312,607,48,40,1.0,1,-1
36,240,637,44,50,1.0,1,-1
36,535,645,50,44,1.0,1,-1
36,561,701,36,50,1.0,1,-1
36,230,709,36,46,1.0,1,-1
37,597,0,40,14,1.0,1,-1
37,280,6,10,6,1.0,1,-1
37,336,108,47,42,1.0,1,-1
37,623,126,52,48,1.0,1,-1
37,326,158,36,30,1.0,1,-1
37,312,210,34,46,1.0,1,-1
37,274,236,40,42,1.0,1,-1
37,320,475,53,62,1.0,1,-1
37,366,583,49,36,1.0,1,-1
37,314,607,46,46,1.0,1,-1
37,242,639,46,50,1.0,1,-1
37,537,645,50,46,1.0,1,-1
37,230,709,40,44,1.0,1,-1
37,561,709,42,44,1.0,1,-1
38,589,0,44,16,1.0,1,-1
38,266,10,10,8,1.0,1,-1
38,336,110,49,40,1.0,1,-1
38,625,126,52,48,1.0,1,-1
38,262,128,8,8,1.0,1,-1
38,322,162,40,28,1.0,1,-1
38,8,198,8,8,1.0,1,-1
38,312,210,32,48,1.0,1,-1
38,276,240,38,42,1.0,1,-1
38,364,344,9,10,1.0,1,-1
38,318,471,42,30,1.0,1,-1
38,334,501,41,38,1.0,1,-1
38,366,585,51,34,1.0,1,-1
38,312,605,50,40,1.0,1,-1
38,242,643,48,46,1.0,1,-1
38,537,645,50,48,1.0,1,-1
38,234,707,38,46,1.0,1,-1
38,559,707,40,46,1.0,1,-1
39,675,44,8,8,1.0,1,-1
39,477,88,10,10,1.0,1,-1
39,340,106,49,44,1.0,1,-1
39,623,124,52,48,1.0,1,-1
39,320,164,38,30,1.0,1,-1
39,312,212,28,48,1.0,1,-1
39,94,224,10,12,1.0,1,-1
39,278,240,38,42,1.0,1,-1
39,230,288,10,10,1.0,1,-1
39,308,465,67,78,1.0,1,-1
39,368,583,51,36,1.0,1,-1
39,316,603,46,44,1.0,1,-1
39,242,645,50,44,1.0,1,-1
39,539,645,50,48,1.0,1,-1
39,723,693,8,10,1.0,1,-1
39,234,703,38,48,1.0,1,-1
39,559,715,36,40,1.0,1,-1
39,304,755,22,12,1.0,1,-1
40,342,104,49,46,1.0,1,-1
40,621,124,54,48,1.0,1,-1
40,320,164,38,34,1.0,1,-1
40,310,216,32,46,1.0,1,-1
40,278,240,38,44,1.0,1,-1
40,232,242,8,8,1.0,1,-1
40,80,254,10,8,1.0,1,-1
40,306,461,44,40,1.0,1,-1
40,338,503,39,42,1.0,1,-1
40,369,583,52,36,1.0,1,-1
40,318,603,48,38,1.0,1,-1
40,346,637,12,12,1.0,1,-1
40,244,645,48,38,1.0,1,-1
40,537,645,50,48,1.0,1,-1
40,234,701,36,48,1.0,1,-1
40,553,717,48,40,1.0,1,-1
41,342,104,51,40,1.0,1,-1
41,621,118,54,52,1.0,1,-1
41,318,164,38,34,1.0,1,-1
41,675,208,10,10,1.0,1,-1
41,310,216,36,48,1.0,1,-1
41,276,240,38,44,1.0,1,-1
41,234,370,8,10,1.0,1,-1
41,304,459,40,40,1.0,1,-1
41,340,503,35,46,1.0,1,-1
41,693,507,10,12,1.0,1,-1
41,369,583,54,36,1.0,1,-1
41,318,603,48,38,1.0,1,-1
41,348,639,8,8,1.0,1,-1
41,501,639,8,6,1.0,1,-1
41,242,641,52,40,1.0,1,-1
41,533,645,54,46,1.0,1,-1
41,232,701,36,44,1.0,1,-1
41,547,719,54,40,1.0,1,-1
41,302,755,10,8,1.0,1,-1
42,342,100,51,44,1.0,1,-1
42,619,122,50,46,1.0,1,-1
42,318,166,38,36,1.0,1,-1
42,312,220,34,46,1.0,1,-1
42,276,240,36,44,1.0,1,-1
42,300,457,44,44,1.0,1,-1
42,334,507,41,44,1.0,1,-1
42,373,581,52,38,1.0,1,-1
42,318,605,48,38,1.0,1,-1
42,244,641,50,40,1.0,1,-1
42,531,643,50,48,1.0,1,-1
42,232,699,36,46,1.0,1,-1
42,543,719,56,42,1.0,1,-1
43,338,100,53,42,1.0,1,-1
43,619,116,48,52,1.0,1,-1
43,316,166,42,36,1.0,1,-1
43,316,228,34,40,1.0,1,-1
43,274,240,34,46,1.0,1,-1
43,302,459,42,42,1.0,1,-1
43,334,507,39,42,1.0,1,-1
43,373,573,54,48,1.0,1,-1
43,314,607,48,32,1.0,1,-1
43,242,633,50,44,1.0,1,-1
43,531,643,46,48,1.0,1,-1
43,230,703,38,46,1.0,1,-1
43,545,719,50,44,1.0,1,-1
44,338,98,51,44,1.0,1,-1
44,621,116,44,58,1.0,1,-1
44,318,170,44,32,1.0,1,-1
44,318,220,30,50,1.0,1,-1
44,68,236,8,8,1.0,1,-1
44,274,242,38,44,1.0,1,-1
44,300,457,42,42,1.0,1,-1
44,330,507,45,42,1.0,1,-1
44,375,573,50,46,1.0,1,-1
44,314,607,50,36,1.0,1,-1
44,244,633,48,44,1.0,1,-1
44,527,645,50,48,1.0,1,-1
44,342,679,10,8,1.0,1,-1
44,228,703,38,46,1.0,1,-1
44,543,715,52,48,1.0,1,-1
45,336,96,51,48,1.0,1,-1
45,621,116,48,66,1.0,1,-1
45,320,162,42,38,1.0,1,-1
45,322,224,30,48,1.0,1,-1
45,272,242,38,44,1.0,1,-1
45,549,431,8,8,1.0,1,-1
45,296,457,46,42,1.0,1,-1
45,332,507,43,42,1.0,1,-1
45,371,569,54,50,1.0,1,-1
45,310,607,52,30,1.0,1,-1
45,244,631,48,46,1.0,1,-1
45,521,645,52,50,1.0,1,-1
45,228,701,36,48,1.0,1,-1
45,541,715,50,50,1.0,1,-1
46,64,6,8,8,1.0,1,-1
46,336,94,53,44,1.0,1,-1
46,617,114,76,66,1.0,1,-1
46,322,162,42,38,1.0,1,-1
46,282,174,8,10,1.0,1,-1
46,322,228,46,42,1.0,1,-1
46,270,242,42,44,1.0,1,-1
46,192,352,10,6,1.0,1,-1
46,294,457,44,40,1.0,1,-1
46,332,505,45,46,1.0,1,-1
46,371,565,52,52,1.0,1,-1
46,306,605,54,32,1.0,1,-1
46,244,635,48,44,1.0,1,-1
46,525,649,48,52,1.0,1,-1
46,226,699,38,48,1.0,1,-1
46,541,713,48,48,1.0,1,-1
47,557,68,10,14,1.0,1,-1
47,338,94,53,44,1.0,1,-1
47,615,116,78,68,1.0,1,-1
47,322,160,42,38,1.0,1,-1
47,322,228,42,42,1.0,1,-1
47,268,244,42,40,1.0,1,-1
47,655,256,8,10,1.0,1,-1
47,653,320,8,12,1.0,1,-1
47,296,455,38,44,1.0,1,-1
47,332,509,45,44,1.0,1,-1
47,371,563,54,52,1.0,1,-1
47,304,601,54,34,1.0,1,-1
47,220,611,12,14,1.0,1,-1
47,246,635,46,40,1.0,1,-1
47,519,653,50,52,1.0,1,-1
47,228,695,38,48,1.0,1,-1
47,541,711,42,48,1.0,1,-1
47,515,753,8,12,1.0,1,-1
47,114,757,10,12,1.0,1,-1
48,423,6,6,10,1.0,1,-1
48,222,8,8,10,1.0,1,-1
48,272,14,6,12,1.0,1,-1
48,338,92,55,44,1.0,1,-1
48,647,120,48,32,1.0,1,-1
48,611,148,48,38,1.0,1,-1
48,328,158,34,40,1.0,1,-1
48,387,180,8,10,1.0,1,-1
48,324,228,40,38,1.0,1,-1
48,266,242,36,46,1.0,1,-1
48,525,316,10,8,1.0,1,-1
48,585,332,8,8,1.0,1,-1
48,431,340,8,10,1.0,1,-1
48,216,439,8,12,1.0,1,-1
48,292,455,40,44,1.0,1,-1
48,336,509,43,46,1.0,1,-1
48,373,563,54,52,1.0,1,-1
48,292,567,12,10,1.0,1,-1
