track_id,frame,cell_id
6,16,7
6,16,11
6,17,7
6,17,11
6,17,12
6,18,7
6,18,11
6,18,12
6,19,7
6,19,11
6,19,12
6,20,7
6,20,11
6,20,12
6,21,7
6,21,11
6,21,12
6,22,7
6,22,11
6,22,12
6,23,1
6,23,7
6,23,11
6,23,12
6,24,1
6,24,7
6,24,11
6,24,12
6,25,1
6,25,7
6,25,11
6,25,12
6,26,1
6,26,7
6,26,11
6,26,12
6,27,1
6,27,7
6,27,11
6,27,12
6,28,7
6,28,11
6,28,12
6,28,17
6,28,18
6,29,7
6,29,11
6,29,12
6,29,17
6,29,18
6,30,7
6,30,11
6,30,12
6,30,17
6,30,18
6,31,7
6,31,11
6,31,12
6,31,17
6,31,18
6,32,7
6,32,11
6,32,12
6,32,17
6,32,18
6,33,7
6,33,11
6,33,12
6,33,18
6,33,17
6,34,7
6,34,11
6,34,12
6,34,17
6,34,18
6,35,11
6,35,12
6,35,7
6,35,17
6,35,18
6,36,11
6,36,12
6,36,7
6,36,17
6,36,18
6,37,7
6,37,11
6,37,12
6,37,17
6,37,18
6,38,7
6,38,11
6,38,12
6,38,17
6,38,18
6,39,11
6,39,12
6,39,17
6,39,18
6,39,25
6,39,26
6,40,11
6,40,12
6,40,17
6,40,18
6,40,25
6,40,26
6,41,11
6,41,17
6,41,18
6,41,25
6,41,26
6,42,11
6,42,17
6,42,18
6,42,25
6,42,26
6,43,11
6,43,12
6,43,17
6,43,18
6,43,25
6,43,26
6,44,11
6,44,12
6,44,17
6,44,18
6,44,25
6,44,26
6,45,11
6,45,12
6,45,17
6,45,18
6,45,26
6,45,25
6,46,11
6,46,12
6,46,17
6,46,18
6,46,25
6,46,26
6,47,11
6,47,12
6,47,17
6,47,18
6,47,25
6,47,26
6,48,11
6,48,12
6,48,17
6,48,18
6,48,25
6,48,26
6,49,11
6,49,12
6,49,17
6,49,18
6,49,25
6,49,26
6,50,11
6,50,12
6,50,17
6,50,18
6,50,25
6,50,26
6,51,11
6,51,12
6,51,17
6,51,18
6,51,26
6,51,25
6,52,11
6,52,12
6,52,17
6,52,18
6,52,25
6,52,26
6,53,11
6,53,12
6,53,17
6,53,18
6,53,25
6,53,26
6,54,11
6,54,12
6,54,17
6,54,18
6,54,25
6,54,26
6,55,11
6,55,12
6,55,17
6,55,18
6,55,25
6,55,26
6,56,11
6,56,12
6,56,17
6,56,18
6,56,25
6,56,26
6,57,11
6,57,12
6,57,17
6,57,18
6,57,25
6,57,26
6,58,11
6,58,12
6,58,17
6,58,18
6,58,25
6,58,26
6,59,11
6,59,12
6,59,17
6,59,18
6,59,25
6,59,26
6,60,11
6,60,12
6,60,17
6,60,18
6,60,26
6,60,25
6,61,11
6,61,12
6,61,17
6,61,18
6,61,25
6,61,26
6,62,11
6,62,12
6,62,17
6,62,18
6,62,25
6,62,26
6,63,11
6,63,12
6,63,18
6,63,17
6,63,25
6,63,26
6,64,11
6,64,12
6,64,17
6,64,18
6,64,25
6,64,26
6,65,11
6,65,12
6,65,17
6,65,18
6,65,25
6,65,26
6,66,11
6,66,12
6,66,17
6,66,18
6,66,25
6,66,26
6,67,11
6,67,12
6,67,17
6,67,18
6,67,25
6,67,26
6,68,11
6,68,12
6,68,17
6,68,18
6,68,25
6,68,26
6,69,11
6,69,12
6,69,17
6,69,18
6,69,25
6,69,26
6,70,11
6,70,12
6,70,17
6,70,18
6,70,25
6,70,26
6,71,11
6,71,12
6,71,17
6,71,18
6,71,25
6,71,26
6,72,11
6,72,12
6,72,17
6,72,18
6,72,25
6,72,26
6,73,12
6,73,17
6,73,18
6,73,26
6,73,25
6,73,31
6,73,32
6,74,17
6,74,18
6,74,25
6,74,26
6,74,31
6,74,32
6,74,34
6,75,17
6,75,18
6,75,25
6,75,26
6,75,31
6,75,32
6,75,33
6,75,34
6,76,17
6,76,18
6,76,25
6,76,26
6,76,31
6,76,32
6,76,33
6,76,34
6,77,17
6,77,18
6,77,25
6,77,26
6,77,31
6,77,32
6,77,33
6,77,34
6,78,17
6,78,18
6,78,25
6,78,26
6,78,31
6,78,32
6,78,33
6,78,34
6,79,17
6,79,18
6,79,25
6,79,26
6,79,31
6,79,32
6,79,34
6,79,33
6,80,17
6,80,18
6,80,25
6,80,26
6,80,31
6,80,32
6,80,33
6,80,34
6,81,17
6,81,18
6,81,25
6,81,26
6,81,31
6,81,32
6,81,33
6,81,34
6,82,17
6,82,18
6,82,25
6,82,26
6,82,31
6,82,32
6,82,33
6,82,34
6,83,17
6,83,18
6,83,25
6,83,26
6,83,31
6,83,32
6,83,34
6,83,33
6,84,17
6,84,18
6,84,25
6,84,26
6,84,31
6,84,32
6,84,33
6,84,34
6,85,18
6,85,25
6,85,26
6,85,31
6,85,32
6,85,33
6,85,34
6,85,47
6,85,48
6,86,18
6,86,25
6,86,26
6,86,31
6,86,32
6,86,33
6,86,34
6,86,47
6,86,48
6,87,25
6,87,26
6,87,31
6,87,32
6,87,33
6,87,34
6,87,47
6,87,48
6,87,51
6,87,52
6,88,25
6,88,26
6,88,31
6,88,32
6,88,33
6,88,34
6,88,47
6,88,48
6,88,51
6,88,52
6,89,25
6,89,26
6,89,31
6,89,32
6,89,33
6,89,34
6,89,47
6,89,48
6,89,51
6,89,52
6,90,25
6,90,26
6,90,31
6,90,32
6,90,33
6,90,34
6,90,47
6,90,48
6,90,51
6,90,52
6,91,25
6,91,26
6,91,31
6,91,32
6,91,33
6,91,34
6,91,44
6,91,47
6,91,48
6,91,51
6,91,52
6,92,25
6,92,26
6,92,31
6,92,32
6,92,33
6,92,34
6,92,44
6,92,47
6,92,48
6,92,51
6,92,52
6,93,25
6,93,26
6,93,31
6,93,32
6,93,33
6,93,34
6,93,44
6,93,47
6,93,48
6,93,51
6,93,52
6,94,26
6,94,31
6,94,32
6,94,33
6,94,34
6,94,44
6,94,47
6,94,48
6,94,51
6,94,52
6,94,55
6,94,56
6,95,26
6,95,31
6,95,32
6,95,33
6,95,34
6,95,44
6,95,47
6,95,48
6,95,51
6,95,52
6,95,55
6,95,56
6,96,31
6,96,32
6,96,33
6,96,34
6,96,44
6,96,47
6,96,48
6,96,51
6,96,52
6,96,55
6,96,56
6,96,59
6,96,60
6,97,31
6,97,32
6,97,33
6,97,34
6,97,44
6,97,47
6,97,48
6,97,51
6,97,52
6,97,55
6,97,56
6,97,59
6,97,60
6,98,31
6,98,32
6,98,33
6,98,34
6,98,44
6,98,47
6,98,48
6,98,51
6,98,52
6,98,55
6,98,56
6,98,59
6,99,31
6,99,32
6,99,33
6,99,34
6,99,44
6,99,47
6,99,48
6,99,51
6,99,52
6,99,55
6,99,56
6,99,59
6,100,32
6,100,33
6,100,34
6,100,44
6,100,47
6,100,48
6,100,51
6,100,52
6,100,55
6,100,56
6,100,59
6,100,60
6,101,32
6,101,33
6,101,34
6,101,44
6,101,47
6,101,48
6,101,51
6,101,52
6,101,55
6,101,59
6,102,32
6,102,33
6,102,34
6,102,44
6,102,47
6,102,48
6,102,51
6,102,52
6,102,55
6,102,59
6,103,32
6,103,34
6,103,44
6,103,47
6,103,48
6,103,51
6,103,52
6,103,55
6,103,59
6,104,32
6,104,34
6,104,44
6,104,47
6,104,48
6,104,51
6,104,52
6,105,32
6,105,34
6,105,44
6,105,47
6,105,48
6,105,51
6,105,52
6,106,32
6,106,34
6,106,44
6,106,47
6,106,48
6,106,51
6,106,52
6,107,32
6,107,34
6,107,44
6,107,47
6,107,48
6,107,51
6,107,52
6,108,32
6,108,34
6,108,44
6,108,47
6,108,48
6,108,51
6,108,52
6,109,32
6,109,34
6,109,44
6,109,47
6,109,48
6,109,51
6,109,52
6,110,32
6,110,34
6,110,44
6,110,47
6,110,48
6,110,51
6,110,52
6,111,32
6,111,34
6,111,44
6,111,47
6,111,48
6,111,51
6,111,52
6,112,32
6,112,34
6,112,44
6,112,47
6,112,48
6,112,51
6,112,52
6,113,32
6,113,34
6,113,44
6,113,47
6,113,48
6,113,51
6,113,52
6,114,32
6,114,44
6,114,47
6,114,48
6,114,51
6,114,52
6,115,32
6,115,44
6,115,47
6,115,48
6,115,51
6,115,52
6,116,44
6,116,47
6,116,48
6,116,51
6,116,52
6,116,32
6,117,32
6,117,44
6,117,47
6,117,48
6,117,51
6,117,52
6,118,32
6,118,44
6,118,47
6,118,48
6,118,51
6,118,52
6,119,32
6,119,44
6,119,47
6,119,48
6,119,51
6,119,52
6,120,32
6,120,44
6,120,47
6,120,48
6,120,51
6,120,52
6,121,32
6,121,44
6,121,47
6,121,48
6,121,51
6,121,52
6,122,32
6,122,44
6,122,47
6,122,48
6,122,52
6,122,51
6,123,32
6,123,44
6,123,47
6,123,48
6,123,51
6,123,52
6,124,32
6,124,44
6,124,47
6,124,48
6,124,51
6,124,52
6,125,32
6,125,44
6,125,47
6,125,48
6,125,51
6,125,52
6,126,44
6,126,47
6,126,48
6,126,52
6,126,51
6,126,71
6,126,72
6,127,44
6,127,47
6,127,48
6,127,52
6,127,51
6,127,71
6,127,72
6,128,44
6,128,47
6,128,48
6,128,52
6,128,51
6,128,71
6,129,44
6,129,47
6,129,48
6,129,52
6,129,51
6,129,71
6,129,143
6,130,44
6,130,47
6,130,48
6,130,51
6,130,52
6,130,71
6,130,143
6,131,44
6,131,47
6,131,48
6,131,51
6,131,52
6,131,71
6,132,44
6,132,47
6,132,52
6,132,51
6,132,71
6,132,144
6,133,44
6,133,47
6,133,51
6,133,52
6,133,71
6,133,74
6,133,144
6,134,44
6,134,51
6,134,52
6,134,71
6,134,74
6,134,86
6,134,144
6,134,85
6,135,44
6,135,51
6,135,52
6,135,71
6,135,74
6,135,85
6,135,144
6,135,86
6,136,44
6,136,52
6,136,71
6,136,74
6,136,144
6,137,44
6,137,52
6,137,71
6,137,74
6,137,144
6,138,44
6,138,52
6,138,71
6,138,74
6,138,144
6,139,44
6,139,52
6,139,71
6,139,74
6,139,92
6,140,52
6,140,71
6,140,74
6,141,52
6,141,71
6,141,74
6,141,101
6,141,144
6,142,52
6,142,60
6,142,71
6,142,74
6,142,144
6,143,52
6,143,71
6,143,74
6,143,101
6,144,52
6,144,71
6,144,74
6,144,87
6,144,101
6,145,71
6,145,74
6,145,87
6,145,101
6,145,114
6,146,71
6,146,74
6,146,86
6,146,101
6,147,71
6,147,74
6,147,101
6,148,71
6,148,74
6,148,101
6,149,71
6,149,74
6,149,101
7,0,8
7,1,8
7,2,8
7,3,8
7,4,8
7,5,8
7,6,8
7,7,8
7,8,8
7,9,8
7,10,8
7,11,8
7,12,8
7,13,8
7,14,8
7,15,8
7,16,8
7,17,8
7,18,8
7,19,8
7,20,8
7,21,8
7,22,8
7,23,8
7,24,13
7,24,14
7,25,13
7,25,14
7,26,13
7,26,14
7,27,13
7,27,14
7,28,13
7,28,14
7,29,13
7,29,14
7,30,13
7,30,14
7,31,13
7,31,14
7,31,20
7,32,13
7,32,14
7,32,20
7,33,13
7,33,14
7,33,20
7,34,13
7,34,14
7,34,20
7,35,13
7,35,14
7,35,20
7,36,13
7,36,14
7,36,20
7,37,13
7,37,14
7,37,20
7,38,13
7,38,14
7,38,20
7,39,13
7,39,14
7,39,20
7,40,13
7,40,14
7,40,20
7,41,13
7,41,14
7,41,20
7,42,13
7,42,14
7,42,20
7,43,13
7,43,14
7,43,20
7,44,13
7,44,14
7,44,20
7,45,13
7,45,14
7,45,20
7,46,13
7,46,14
7,46,20
7,47,13
7,47,14
7,47,20
7,48,13
7,48,14
7,48,20
7,49,13
7,49,14
7,49,20
7,50,13
7,50,14
7,50,20
7,51,13
7,51,14
7,51,20
7,52,13
7,52,14
7,52,20
7,53,13
7,53,14
7,53,20
7,54,13
7,54,14
7,54,20
7,55,13
7,55,14
7,55,20
7,56,13
7,56,14
7,56,20
7,57,13
7,57,14
7,57,20
7,58,13
7,58,14
7,58,20
7,59,13
7,59,14
7,59,20
7,60,13
7,60,14
7,60,20
7,61,13
7,61,14
7,61,20
7,62,13
7,62,14
7,62,20
7,63,13
7,63,14
7,63,20
7,64,13
7,64,14
7,64,20
7,65,13
7,65,14
7,65,20
7,66,13
7,66,14
7,66,20
7,67,13
7,67,14
7,67,20
7,68,13
7,68,14
7,68,20
7,69,13
7,69,14
7,69,20
7,70,13
7,70,14
7,70,20
7,71,13
7,71,14
7,71,20
7,72,13
7,72,14
7,72,20
7,73,13
7,73,14
7,73,20
7,74,13
7,74,14
7,74,20
7,75,13
7,75,14
7,75,20
7,76,13
7,76,14
7,76,20
7,77,13
7,77,14
7,77,20
7,78,13
7,78,14
7,78,20
7,79,13
7,79,14
7,79,20
7,80,13
7,80,20
7,80,35
7,80,36
7,81,13
7,81,20
7,81,35
7,81,36
7,82,13
7,82,20
7,82,35
7,82,36
7,83,35
7,83,36
7,83,39
7,83,40
7,83,45
7,83,46
7,84,35
7,84,36
7,84,39
7,84,40
7,84,45
7,84,46
7,85,35
7,85,36
7,85,39
7,85,40
7,85,45
7,86,35
7,86,36
7,86,39
7,86,40
7,87,35
7,87,36
7,87,39
7,87,40
7,88,35
7,88,36
7,88,39
7,88,40
7,89,35
7,89,36
7,89,39
7,89,40
7,90,35
7,90,36
7,90,39
7,90,40
7,91,35
7,91,36
7,91,39
7,91,40
7,92,35
7,92,36
7,92,39
7,92,40
7,93,35
7,93,36
7,93,39
7,93,40
7,94,35
7,94,36
7,94,39
7,94,40
7,95,35
7,95,36
7,95,39
7,95,40
7,96,35
7,96,36
7,96,39
7,96,40
7,97,35
7,97,36
7,97,39
7,97,40
7,98,35
7,98,36
7,98,39
7,98,40
7,99,35
7,99,36
7,99,39
7,99,40
7,100,35
7,100,36
7,100,39
7,100,40
7,101,35
7,101,36
7,101,39
7,101,40
7,102,35
7,102,36
7,102,39
7,102,40
7,103,35
7,103,36
7,103,39
7,103,40
7,104,35
7,104,36
7,104,39
7,104,40
7,105,35
7,105,36
7,105,39
7,105,40
7,106,35
7,106,36
7,106,39
7,106,40
7,107,35
7,107,36
7,107,39
7,107,40
7,108,35
7,108,36
7,108,39
7,108,40
7,109,35
7,109,36
7,109,39
7,109,40
7,110,35
7,110,36
7,110,39
7,110,40
7,111,35
7,111,36
7,111,39
7,111,40
7,112,35
7,112,36
7,112,39
7,112,40
7,113,35
7,113,36
7,113,39
7,113,40
7,114,35
7,114,36
7,114,39
7,114,40
7,115,35
7,115,36
7,115,39
7,115,40
7,116,39
7,116,40
7,116,35
7,116,36
7,117,35
7,117,36
7,117,39
7,117,40
7,118,35
7,118,36
7,118,39
7,118,40
7,119,35
7,119,36
7,119,39
7,119,40
7,120,35
7,120,36
7,120,39
7,120,40
7,121,35
7,121,36
7,121,39
7,121,40
7,122,35
7,122,36
7,122,39
7,122,40
7,123,35
7,123,39
7,123,36
7,123,40
7,124,35
7,124,36
7,124,39
7,124,40
7,124,45
7,125,35
7,125,36
7,125,39
7,125,40
7,125,45
7,126,35
7,126,36
7,126,39
7,126,40
7,126,45
7,127,35
7,127,36
7,127,39
7,127,40
7,127,45
7,128,35
7,128,36
7,128,39
7,128,40
7,128,45
7,129,35
7,129,36
7,129,39
7,129,40
7,129,45
7,130,35
7,130,36
7,130,39
7,130,40
7,130,45
7,131,36
7,131,39
7,131,40
7,131,35
7,131,45
7,132,35
7,132,36
7,132,39
7,132,40
7,132,45
7,133,35
7,133,39
7,133,36
7,133,40
7,133,45
7,134,35
7,134,39
7,134,40
7,134,45
7,134,83
7,134,84
7,135,35
7,135,39
7,135,40
7,135,45
7,135,83
7,135,84
7,136,35
7,136,40
7,136,45
7,136,83
7,136,84
7,136,87
7,136,88
7,137,40
7,137,45
7,137,83
7,137,87
7,137,88
7,137,89
7,138,40
7,138,45
7,138,83
7,138,89
7,138,90
7,139,40
7,139,45
7,139,84
7,139,89
7,139,90
7,140,40
7,140,84
7,140,90
7,140,89
7,140,99
7,140,100
7,141,40
7,141,84
7,141,90
7,141,89
7,141,99
7,141,100
7,142,84
7,142,90
7,142,99
7,142,100
7,142,105
7,142,106
7,143,83
7,143,84
7,143,90
7,143,99
7,143,100
7,143,105
7,144,84
7,144,90
7,144,100
7,144,105
7,144,106
7,145,84
7,145,90
7,145,100
7,145,105
7,145,106
7,146,84
7,146,90
7,146,100
7,146,105
7,146,106
7,147,84
7,147,90
7,147,100
7,147,105
7,147,106
7,148,84
7,148,90
7,148,100
7,148,105
7,149,84
7,149,90
7,149,100
7,149,105
8,0,10
8,1,10
8,2,10
8,3,10
8,4,10
8,5,10
8,6,10
8,7,10
8,8,10
8,9,10
8,10,10
8,11,10
8,12,10
8,13,10
8,14,10
8,15,10
8,16,10
8,17,10
8,18,10
8,19,10
8,20,10
8,21,10
8,22,10
8,23,10
8,24,10
8,25,15
8,25,16
8,26,15
8,26,16
8,27,15
8,27,16
8,28,15
8,28,16
8,29,15
8,29,16
8,30,15
8,30,16
8,31,15
8,31,16
8,32,15
8,32,16
8,33,15
8,33,16
8,34,15
8,34,16
8,35,15
8,35,16
8,36,15
8,36,16
8,37,15
8,37,16
8,38,15
8,38,16
8,39,15
8,39,16
8,40,15
8,40,16
8,41,15
8,41,16
8,42,15
8,42,16
8,43,15
8,43,16
8,44,15
8,44,16
8,45,15
8,45,16
8,46,15
8,46,16
8,47,15
8,47,16
8,48,15
8,48,16
8,49,15
8,49,16
8,49,21
8,50,15
8,50,16
8,50,21
8,51,15
8,51,16
8,52,15
8,52,16
8,53,15
8,53,16
8,54,15
8,54,16
8,55,15
8,55,16
8,56,15
8,56,16
8,57,15
8,57,16
8,58,15
8,58,16
8,59,15
8,59,16
8,60,15
8,60,16
8,61,15
8,61,16
8,62,15
8,62,16
8,63,15
8,63,16
8,64,15
8,64,16
8,65,15
8,65,16
8,66,15
8,66,16
8,67,15
8,67,16
8,68,15
8,68,16
8,69,15
8,69,16
8,70,15
8,70,16
8,71,15
8,71,16
8,72,15
8,72,16
8,73,15
8,73,16
8,74,15
8,74,16
8,75,15
8,75,16
8,76,15
8,76,16
8,77,15
8,77,16
8,78,15
8,78,16
8,79,15
8,79,16
8,80,15
8,80,16
8,81,15
8,81,16
8,82,15
8,82,16
8,83,41
8,83,42
8,83,43
8,83,44
8,84,41
8,84,42
8,84,43
8,84,44
8,85,41
8,85,42
8,85,43
8,85,44
8,86,41
8,86,42
8,86,43
8,86,44
8,87,41
8,87,42
8,87,43
8,87,44
8,88,41
8,88,42
8,88,43
8,88,44
8,89,41
8,89,42
8,89,43
8,89,44
8,90,41
8,90,42
8,90,43
8,90,44
8,91,41
8,91,42
8,91,43
8,92,41
8,92,42
8,92,43
8,93,41
8,93,42
8,93,43
8,94,41
8,94,42
8,94,43
8,95,41
8,95,42
8,95,43
8,96,41
8,96,42
8,96,43
8,97,41
8,97,42
8,97,43
8,98,41
8,98,42
8,98,43
8,99,41
8,99,42
8,99,43
8,100,41
8,100,42
8,100,43
8,101,41
8,101,42
8,101,43
8,102,41
8,102,42
