,seg_label,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
249,34,7,69,717,781,726,790,721,785,9.337473201948235,9.337473201948235,74.0,45.231884057971016,29.0,0.050730675458908,-0.0530398190021514,0.0666032806038856,0.1221040412783622,0.0666814148426055,0.0777049735188484,-0.045043759047985,0.1064076796174049,0.0886267647147178,-0.0805993229150772,-0.0241913050413131,0.0587034933269023,-0.0112002501264214,0.0775629878044128,-0.059505071491003,0.0592949204146862,0.1449670642614364,0.0176050513982772,-0.1362420618534088,-0.0993723049759864,-0.1058329492807388,-0.077485866844654,0.0700201019644737,0.0555703192949295,-0.0053437044844031,-0.0734522938728332,-0.0797441005706787,-0.1558555662631988,-0.0581740960478782,0.0788938626646995,-0.1181820482015609,-0.090420663356781,0.1319797039031982,-0.0613815560936927,0.0505400858819484,0.0793633535504341,0.042572796344757,0.0445030517876148,-0.1038890480995178,0.0334621593356132,-0.1061685532331466,0.1327969282865524,-0.0481648370623588,0.004424157552421,-0.0026178653351962,-0.070018395781517,0.1441938281059265,-0.0304173100739717,-0.1987404823303222,-0.0827920213341713,-0.0353737212717533,-0.0888828635215759,0.0514553003013134,-0.1508923172950744,0.039023283869028,-0.1024829223752021,-0.084238477051258,-0.0481583252549171,0.1140297651290893,-0.2116792351007461,-0.1086935326457023,-0.0944568142294883,0.010349866002798,-0.1771057546138763,-0.056935966014862,-0.0380328334867954,-0.0712596923112869,0.0066429232247173,0.030403571203351,0.1593556553125381,0.2268882691860199,0.0888860672712326,-0.0092688417062163,-0.1001876518130302,-0.1227985918521881,0.0124449674040079,-0.1069716811180114,0.032357845455408,-0.0294653065502643,-0.0736188516020774,-0.1145467832684516,0.0633270144462585,0.0195896998047828,-0.1331283152103424,-0.0503749251365661,0.0883485749363899,0.051232922822237,0.0711545795202255,0.041748072952032,-0.1118903830647468,-0.0284472182393074,-0.0552112571895122,-0.0673729851841926,-0.0250699538737535,-0.020868944004178,0.0223356205970048,0.0170673225075006,-0.0624619908630847,0.0009440799476578,0.1204533204436302,-0.0306158568710088,0.0698325708508491,-0.1705042421817779,0.1588452309370041,0.0181392226368188,-0.0096547622233629,0.1117453947663307,0.1247053667902946,-0.0377377085387706,0.180067703127861,0.0276121757924556,-0.0543267056345939,-0.0934408530592918,-0.0366116352379322,-0.0481466464698314,-0.1383483558893203,-0.0100448103621602,-0.0308099128305912,-0.0042404225096106,0.1546092182397842,-0.0623592771589756,-0.1351626515388488,0.0089265732094645,0.0298696551471948,0.1294955313205719,0.0074373208917677,0.0395700298249721,0.0327051170170307
250,36,7,69,181,850,190,859,185,854,9.337473201948235,9.337473201948235,124.0,95.81159420289856,51.0,0.0432004369795322,-0.0410468354821205,0.0687059611082077,0.1122386679053306,0.0981302931904792,0.0544464327394962,-0.0427831076085567,0.0945374220609664,0.0949291363358497,-0.0817973762750625,-0.017386220395565,0.066030740737915,0.0247188284993171,0.0762190967798233,-0.0671535655856132,0.0633714273571968,0.1677138358354568,0.0024011363275349,-0.1416414231061935,-0.1124100610613823,-0.1112622916698455,-0.0785337835550308,0.0533212833106517,0.0595884919166564,-0.0102546038106083,-0.0535319671034812,-0.0781944170594215,-0.1257352828979492,-0.0505621694028377,0.0640317648649215,-0.1198890432715416,-0.1141658872365951,0.1268641054630279,-0.0684742256999015,0.0567214339971542,0.0865133106708526,0.0383023098111152,0.0544949620962142,-0.1157460734248161,0.0359747670590877,-0.0961313396692276,0.1494963467121124,-0.0546422749757766,-0.0048630679957568,0.008135893382132,-0.0725132748484611,0.1435935050249099,-0.0376015342772007,-0.2003984600305557,-0.0934766754508018,-0.0380639657378196,-0.0742826536297798,0.0407775491476058,-0.132239744067192,0.046887420117855,-0.0657216981053352,-0.0656748935580253,-0.0443254262208938,0.1034734398126602,-0.2057835459709167,-0.1104375794529914,-0.0998725295066833,-0.0098040821030735,-0.1751764267683029,-0.0575953759253025,-0.032942421734333,-0.077934019267559,0.0042960932478308,0.0071409684605896,0.1674024015665054,0.2050384283065796,0.0777099803090095,-0.0122271310538053,-0.0923838764429092,-0.1286651492118835,0.0312830694019794,-0.1174808368086814,0.0254226960241794,-0.0448115952312946,-0.0921251401305198,-0.1149654015898704,0.0364892370998859,0.0208531580865383,-0.1367480009794235,-0.04180159419775,0.094209685921669,0.0535955801606178,0.0788242071866989,0.0391535758972168,-0.0967903360724449,-0.0326332598924636,-0.046098843216896,-0.0484608635306358,-0.0366256982088089,-0.0238753650337457,-0.003746963571757,0.0325884036719799,-0.076766662299633,0.0071773054078221,0.1272013783454895,-0.0226141158491373,0.0727239400148391,-0.1761071383953094,0.1565930247306823,0.0139397140592336,-0.0128286918625235,0.1173228845000267,0.1078871116042137,-0.0339458286762237,0.1909886747598648,0.0101424073800444,-0.0407305993139743,-0.0795048996806144,-0.0448455736041069,-0.0442993082106113,-0.1520691066980362,-0.0025433304253965,-0.0349165648221969,0.0103976782411336,0.172057956457138,-0.062189158052206,-0.1431855112314224,0.0281479563564062,0.0327774323523044,0.1314048767089843,0.0034144800156354,0.039518479257822,0.0257327947765588
251,37,7,69,164,791,173,800,168,795,9.337473201948235,9.337473201948235,109.0,83.2463768115942,42.0,0.0499740093946456,-0.0412216559052467,0.0611993409693241,0.1032853201031684,0.0874624773859977,0.05072021484375,-0.0482786260545253,0.1067644730210304,0.0821255221962928,-0.0769995227456092,-0.0147846937179565,0.068914420902729,0.0086500057950615,0.0776763409376144,-0.0718111172318458,0.0730261281132698,0.1617053300142288,0.0036875884979963,-0.132888838648796,-0.1103370413184166,-0.1140437722206115,-0.0885721519589424,0.0623448491096496,0.0595959648489952,-0.0068968110717833,-0.0656210556626319,-0.0785159915685653,-0.1364573836326599,-0.0538916736841201,0.0664296299219131,-0.1178435310721397,-0.1071663945913314,0.1348523646593094,-0.0642874166369438,0.058888092637062,0.0900120213627815,0.0448617525398731,0.0540233366191387,-0.1081713065505027,0.0425976812839508,-0.098945140838623,0.1430112719535827,-0.0522982664406299,-0.0096552772447466,0.009879233315587,-0.073169857263565,0.1444479078054428,-0.0394376218318939,-0.1947870403528213,-0.0954169854521751,-0.0338323339819908,-0.0816908702254295,0.0481173358857631,-0.1359391808509826,0.04038542881608,-0.0722274780273437,-0.0645869821310043,-0.0452248230576515,0.1051285192370414,-0.2076840102672577,-0.1030039712786674,-0.1063301116228103,-0.0051793786697089,-0.1754951924085617,-0.0582009218633174,-0.0262503307312726,-0.0778542086482048,0.0016376004787161,0.0082430625334382,0.1579563319683075,0.2134546488523483,0.0842514038085937,-0.0079177757725119,-0.0941173061728477,-0.1303339898586273,0.0166607070714235,-0.1236469820141792,0.0322033017873764,-0.0302875097841024,-0.0898190885782241,-0.108703464269638,0.0387556292116642,0.0229012761265039,-0.1373939961194992,-0.0461975038051605,0.0927063673734664,0.0534664690494537,0.0829000696539878,0.0388577431440353,-0.1012545973062515,-0.032704509794712,-0.0482154935598373,-0.051334086805582,-0.0371257700026035,-0.0217766407877206,-0.0038001807406544,0.0272540394216775,-0.0745278447866439,0.006126579362899,0.1176671460270881,-0.0298751648515462,0.0739736109972,-0.1735499054193496,0.1627445816993713,0.0107623124495148,-0.0092803658917546,0.1159195676445961,0.1108566150069236,-0.0415034554898738,0.1929403245449066,0.0234236307442188,-0.0435042269527912,-0.0894307494163513,-0.047182373702526,-0.0410219319164752,-0.1519736349582672,-0.0156975798308849,-0.0331692695617675,0.007711621467024,0.1632660627365112,-0.0526171773672103,-0.1426652818918228,0.0219705123454332,0.0280892048031091,0.1237014308571815,0.0004189765604678,0.0470710918307304,0.0236539505422115
252,1,8,69,252,259,261,268,256,263,9.337473201948235,9.337473201948235,254.0,253.7246376811594,253.0,0.0300786029547452,-0.0627887994050979,0.0788168534636497,0.0501807071268558,0.09330315887928,0.0012317184591665,-0.033421155065298,0.1655236482620239,0.0712800100445747,-0.087620735168457,-0.0589562617242336,0.0287897922098636,0.0178108438849449,0.0077410312369465,-0.0419536903500556,0.0884939879179,0.1078990325331687,-0.0703522413969039,-0.2365166097879409,-0.1574327498674392,-0.1108121275901794,-0.0608591251075267,0.0246778186410665,0.1392557024955749,-0.0238633845001459,-0.0021158016752451,0.0266488976776599,-0.0478025414049625,-0.0872647240757942,0.067475639283657,-0.1738308370113372,-0.1176025718450546,0.0113360369578003,-0.0932766571640968,0.0203042086213827,0.0852864384651184,0.1007871627807617,0.0616217218339443,-0.0776740387082099,-0.0628312975168228,0.0244744066148996,0.0828410163521766,0.0160627365112304,0.0145216388627886,-0.0788918137550354,-0.0292762033641338,0.1369573920965194,0.0136381518095731,-0.175375759601593,-0.0581680051982402,-0.0169727727770805,0.0154780782759189,0.0947768539190292,-0.0814303085207939,0.1400957554578781,-0.0503905601799488,-0.0789897292852401,0.0262313932180404,0.043717186897993,-0.1029015183448791,-0.0725752562284469,-0.0277688317000865,-0.017014330253005,-0.1029886826872825,-0.0655687749385833,-0.0868211463093757,-0.0627508237957954,-0.1052476465702056,0.0322919115424156,0.088872492313385,0.1362701207399368,0.0045523652806878,-0.0115825682878494,-0.166668027639389,-0.1669573634862899,0.05431654676795,-0.1259553730487823,-0.0265771858394145,-0.0552938617765903,-0.096381239593029,-0.0040212851017713,0.0788329392671585,0.031023733317852,-0.118849292397499,-0.0762946456670761,0.0825696438550949,-0.0446389876306057,0.0970789939165115,-0.0272670220583677,-0.0470438003540039,0.0732962191104888,-0.0275574922561645,-0.0330102182924747,0.0602489747107028,-0.0580003038048744,0.0502040646970272,0.0691036209464073,-0.0274868886917829,-0.072081558406353,0.0208402723073959,-0.0359210260212421,0.0895615518093109,-0.0748739168047905,0.3138937354087829,0.0270615685731172,0.0495360679924488,0.2169143855571746,-0.0135045386850833,-0.0920925512909889,0.1258254051208496,-0.0722355395555496,-0.0398599728941917,-0.0583905652165412,-0.0719849020242691,-0.0965056419372558,-0.1801645457744598,-0.0279772896319627,-0.0328438580036163,-0.0137497475370764,0.1460862457752227,-0.0286183971911668,-0.1462009996175766,0.0682293027639389,0.0179471354931592,0.1455997824668884,0.0817049592733383,-0.0181434322148561,0.0590251274406909
253,2,8,69,252,493,261,502,256,497,9.337473201948235,9.337473201948235,253.0,181.95652173913044,76.0,0.0265160370618104,-0.0733616054058075,0.0633473768830299,0.0530635640025138,0.0868644714355468,0.0144922137260437,-0.02696686796844,0.1421704292297363,0.0711082518100738,-0.0778727233409881,-0.0522601716220378,0.0903435349464416,0.1232660561800003,0.0474364198744297,-0.0601418912410736,0.0773687288165092,0.1337574571371078,-0.042193878442049,-0.2141711562871933,-0.1789184957742691,-0.0660484433174133,-0.0815441682934761,0.0247977599501609,0.0935910940170288,0.0053087966516613,0.00404197210446,-0.0263390019536018,-0.0900887176394462,-0.0347596816718578,0.068328246474266,-0.1619420200586319,-0.0862911567091941,0.0917978510260582,-0.1306792050600052,0.0929842963814735,0.0640368834137916,0.0469613596796989,0.0431733764708042,-0.1302787661552429,-0.0136016337200999,0.0061628562398254,0.2238300591707229,0.0060154730454087,0.0411159731447696,-0.0071852775290608,-0.0306675489991903,0.14457868039608,0.0091282911598682,-0.2067882269620895,-0.0604544952511787,-0.027057159692049,0.005593120586127,0.0503258891403675,-0.0953535065054893,0.0978239923715591,-0.0969834253191948,-0.0424768291413784,-0.0187643207609653,0.0710510984063148,-0.1945604979991912,-0.0696517005562782,-0.0701488479971885,-0.0017109258333221,-0.1159700155258178,-0.0525399297475814,-0.067159816622734,-0.1124862134456634,-0.0703529119491577,0.0117416139692068,0.1392826735973358,0.1708017140626907,0.0474777147173881,-0.0035225045867264,-0.1367713660001754,-0.1742526888847351,0.0528406873345375,-0.129527062177658,-0.0074144704267382,-0.024024199694395,-0.111330471932888,-0.0530786402523517,0.0321694239974021,0.0243371967226266,-0.1024533435702323,-0.0494564063847065,0.1112373769283294,0.0046857232227921,0.0853932350873947,-0.0196932852268219,-0.0451549515128135,0.0201926659792661,-0.0138870226219296,-0.0376184396445751,-0.012962806969881,-0.0694363489747047,-0.0082983486354351,0.0360049046576023,-0.0429894216358661,-0.0324923209846019,0.0642115250229835,-0.0138674201443791,0.067453034222126,-0.1198319047689437,0.1909445226192474,0.0423599928617477,-0.0014964647125452,0.1629396229982376,0.047423917800188,-0.0752071812748909,0.1511941254138946,-0.0156791564077138,0.0011538083199411,-0.0825695693492889,-0.0454010590910911,-0.0800583511590957,-0.1840935349464416,-0.0463573597371578,-0.0349101647734642,-0.0023797897156327,0.1439330577850341,-0.0135714905336499,-0.1303545385599136,0.0667428523302078,0.0780335590243339,0.1691669672727584,0.0615487955510616,0.0236059166491031,0.0481449589133262
254,3,8,78,204,592,214,601,208,596,10.441534419118726,9.457055431575805,254.0,248.39743589743588,138.0,0.0349391549825668,-0.0128476535901427,0.0017825447721406,0.0051587582565844,0.0753098800778389,0.0012068819487467,0.0143566997721791,0.1532046347856521,0.1461010128259658,-0.0850261598825454,-0.0622441098093986,-0.0017596123507246,0.0693509131669998,-0.0083919009193778,-0.0699122548103332,0.1139152497053146,0.1505393832921981,-0.0668191388249397,-0.2783659994602203,-0.1182689741253852,-0.1444645971059799,-0.0790151804685592,0.0456303656101226,0.1115791350603103,-0.0420089364051818,0.0412243716418743,0.0077148247510194,-0.0656343176960945,-0.0771449208259582,0.0806012228131294,-0.157376080751419,-0.0924391597509384,0.0426418334245681,-0.0972516760230064,0.0434766001999378,0.0527864880859851,0.0858029425144195,0.0642281770706176,-0.1209002807736396,-0.0504113808274269,0.0252156481146812,0.1144110113382339,0.0207318682223558,0.0275503732264041,-0.012513767927885,-0.0263368412852287,0.0826185494661331,0.0355884209275245,-0.1827757060527801,-0.0360485054552555,-0.0376843251287937,-0.0155579093843698,0.07469142973423,-0.0556243993341922,0.0897877365350723,-0.0793461501598358,-0.0354994684457778,0.0198622830212116,0.079936072230339,-0.0921932756900787,-0.0897915363311767,-0.0839279443025589,-0.0337941199541091,-0.0875539258122444,-0.0677279531955719,-0.0759417191147804,-0.0908593013882637,-0.0448180437088012,0.0208196323364973,0.1176011934876442,0.1210997775197029,0.022619929164648,0.0191369764506816,-0.1348736584186554,-0.1858587265014648,0.0795077160000801,-0.1046590581536293,0.0004402457852847,-0.0155093371868133,-0.1178461909294128,-0.0396097861230373,0.0667208880186081,0.0588569603860378,-0.0726748034358024,-0.0558803938329219,0.0654622986912727,-0.0461192168295383,0.0848735943436622,0.0205509420484304,-0.0396728701889514,0.0435596145689487,-0.0075018685311079,-0.0247496683150529,0.0258645582944154,-0.0648271441459655,0.0495069585740566,0.0610931478440761,-0.0343893244862556,-0.0114370277151465,0.0442427359521389,-0.0517519302666187,0.0587383359670639,-0.1385265439748764,0.3178605139255523,0.010427770204842,0.0359339229762554,0.1977797597646713,0.016093336045742,-0.0862672626972198,0.1061691716313362,0.0122675122693181,0.0067418231628835,-0.0828616842627525,-0.0680261477828025,-0.0992769002914428,-0.1904462426900863,-0.0520124360918998,-0.0656097903847694,0.0148428054526448,0.1758512109518051,-0.0329686664044857,-0.1611108779907226,0.1078440174460411,0.0734642744064331,0.1244997680187225,0.0506140254437923,-0.0252208691090345,0.048453614115715
255,4,8,69,364,405,373,414,368,409,9.337473201948235,9.337473201948235,254.0,253.07246376811597,231.0,0.0293257739394903,-0.0638375356793403,0.0777029320597648,0.049693614244461,0.0886369049549102,0.002131481654942,-0.0348934680223465,0.1691157519817352,0.0731527656316757,-0.0897568762302398,-0.0611274167895317,0.0274965744465589,0.0201167445629835,0.0080710500478744,-0.0404225438833236,0.0866025239229202,0.1076889857649803,-0.0705283507704734,-0.238941341638565,-0.1572833508253097,-0.111395813524723,-0.0618949010968208,0.0207876060158014,0.137944296002388,-0.0234690569341182,-0.001572773209773,0.0309039782732725,-0.0500632375478744,-0.0867123007774353,0.0688091665506362,-0.1748856306076049,-0.1145322918891906,0.010221910662949,-0.095289297401905,0.0177801605314016,0.0872644335031509,0.0986393541097641,0.0603977590799331,-0.0804490819573402,-0.0706108510494232,0.0203933008015155,0.0838517695665359,0.0154648935422301,0.0145511534065008,-0.085879847407341,-0.0287188999354839,0.136062279343605,0.0113225001841783,-0.1756333112716674,-0.0595350675284862,-0.0187482852488756,0.0089357700198888,0.0931864753365516,-0.0798686742782592,0.1401305496692657,-0.0530487783253192,-0.0797769650816917,0.0245822630822658,0.0432779751718044,-0.0981480777263641,-0.0708634406328201,-0.0271752029657363,-0.0194418542087078,-0.1010214984416961,-0.0668216794729232,-0.0856607854366302,-0.0635343194007873,-0.1071922332048416,0.0312482081353664,0.0887178108096122,0.1341476291418075,0.0054207625798881,-0.0168279837816953,-0.1679918766021728,-0.1696047931909561,0.0518693812191486,-0.1249340027570724,-0.0244376026093959,-0.0551830492913723,-0.0972343012690544,-0.0011340474011376,0.0791420713067054,0.0293825082480907,-0.1175291687250137,-0.073757030069828,0.0803096294403076,-0.0497410669922828,0.0959612354636192,-0.0285674519836902,-0.0468328595161438,0.0738429874181747,-0.0264113619923591,-0.0330931022763252,0.0587010644376277,-0.0543800443410873,0.0511768460273742,0.0724073201417923,-0.0233426764607429,-0.0714024826884269,0.0211171861737966,-0.0345341004431247,0.090410478413105,-0.0709308609366417,0.3156159818172455,0.0288573689758777,0.0472787730395793,0.2144121825695037,-0.0206754449754953,-0.0897755399346351,0.1264260113239288,-0.0715725570917129,-0.041746225208044,-0.0556718185544014,-0.0723227709531784,-0.0983865708112716,-0.1765980273485183,-0.0315340310335159,-0.036011517047882,-0.0146437352523207,0.1450127363204956,-0.0298848152160644,-0.1491664499044418,0.0635319724678993,0.0141094382852315,0.1436390131711959,0.0815165117383003,-0.0171348806470632,0.0582781769335269
256,5,8,69,353,505,362,514,357,509,9.337473201948235,9.337473201948235,253.0,235.65217391304347,188.0,0.00803754478693,-0.0391323901712894,0.078665941953659,0.061937041580677,0.0829665511846542,-0.0007868437678553,-0.0487406253814697,0.1405811309814453,0.0740719586610794,-0.0845937356352806,-0.0614215433597564,0.0179468896239995,0.0255744960159063,0.0135227339342236,-0.0524804517626762,0.0912709608674049,0.1141205579042434,-0.0507105030119419,-0.2435625791549682,-0.1547431200742721,-0.1497724503278732,-0.0730867013335228,0.0311421826481819,0.1081225797533989,0.0118225840851664,-0.0154489539563655,0.0134439570829272,-0.050179973244667,-0.075507566332817,0.0400262773036956,-0.1555638313293457,-0.1043603867292404,0.0616955496370792,-0.1025245636701583,0.0414833314716815,0.1056210100650787,0.0973871052265167,0.0671238601207733,-0.0912929773330688,-0.0354695096611976,0.0151298008859157,0.0934542268514633,0.0071562067605555,0.0028965626843273,-0.0631966069340705,-0.0512590818107128,0.14224573969841,-0.0093435188755393,-0.1880447119474411,-0.0746369287371635,-0.0365816466510295,-0.0130859920755028,0.0716659128665924,-0.1152203902602195,0.1311672478914261,-0.0367310866713523,-0.0923105403780937,0.0262856930494308,0.0503035821020603,-0.1049841120839119,-0.0677728727459907,-0.0335690565407276,-0.0085942950099706,-0.119977481663227,-0.0763174444437027,-0.0844793766736984,-0.0527107566595077,-0.0765461400151252,0.0225789975374937,0.1193981170654296,0.1625204682350158,0.0288238879293203,-0.0292620137333869,-0.1518101692199707,-0.1748943477869033,0.0387663505971431,-0.1095662862062454,-0.0206751823425292,-0.0516296848654747,-0.1147773489356041,-0.0151432296261191,0.054150715470314,0.01307306997478,-0.1226235330104827,-0.0771171599626541,0.0821298137307167,-0.0532522648572921,0.0793299376964569,-0.0248739998787641,-0.0580329820513725,0.0566289015114307,-0.0462311767041683,-0.0306575316935777,0.0492960810661315,-0.0419279336929321,0.0538495406508445,0.0393003486096859,-0.0181326679885387,-0.0339107327163219,0.0473641082644462,-0.0412599667906761,0.0791160315275192,-0.0944804102182388,0.2944715321063995,0.0459356755018234,0.0284949820488691,0.2182287126779556,0.0047652977518737,-0.0657451599836349,0.1484180688858032,-0.0435466468334198,-0.0219345334917306,-0.0558631755411624,-0.0782314464449882,-0.0968603491783142,-0.1780766248703003,-0.0244164243340492,-0.0434175617992877,-0.0104359341785311,0.177678644657135,-0.0499951764941215,-0.1585104912519455,0.0668472126126289,0.02850092202425,0.1311877071857452,0.0803562849760055,-0.0196947492659091,0.0422623753547668
257,6,8,69,344,584,353,593,348,588,9.337473201948235,9.337473201948235,254.0,253.0,236.0,0.0276542827486991,-0.0639907047152519,0.0809012651443481,0.0496000908315181,0.0944386348128318,0.0002766316465567,-0.0346765257418155,0.1647003293037414,0.0727216675877571,-0.0895533859729766,-0.0584207773208618,0.0265865884721279,0.0149371018633246,0.0092512043192982,-0.0415969379246234,0.0884259492158889,0.1079687923192977,-0.0717897936701774,-0.2365965396165847,-0.1592373996973037,-0.1097900569438934,-0.0646656975150108,0.0213597770780324,0.1385974436998367,-0.0278956815600395,-7.271789945662022e-05,0.0296400431543588,-0.0455517694354057,-0.085179328918457,0.0691573694348335,-0.1720007359981537,-0.119479015469551,0.0109865237027406,-0.0912792310118675,0.0191436447203159,0.0873915404081344,0.0989697724580764,0.0610806755721569,-0.0748332440853118,-0.0650092810392379,0.0243744794279336,0.0827606990933418,0.0155970333144068,0.0129835214465856,-0.0791670754551887,-0.0297403950244188,0.1350586712360382,0.0124605568125844,-0.1754449307918548,-0.0561109445989131,-0.0181453954428434,0.014020936563611,0.0935402363538742,-0.0822283402085304,0.1382981836795807,-0.0484958179295063,-0.0818421766161918,0.0260980427265167,0.0491959229111671,-0.1021745428442955,-0.070946604013443,-0.0284022651612758,-0.0179702471941709,-0.1028633341193199,-0.0636941343545913,-0.0880909636616706,-0.0610164441168308,-0.1046754717826843,0.0360773243010044,0.0855729654431343,0.1354437917470932,0.0047257621772587,-0.0092464983463287,-0.1686674356460571,-0.1665945649147033,0.0572232827544212,-0.1253903061151504,-0.0262214615941047,-0.0541999861598014,-0.0989138931035995,-0.0044413511641323,0.0792694762349128,0.033731285482645,-0.1209056228399276,-0.0765615776181221,0.0819277018308639,-0.0421793162822723,0.0948924794793129,-0.0246857963502407,-0.0490618832409381,0.0745556280016899,-0.0292275864630937,-0.0320272929966449,0.0595928132534027,-0.0593888089060783,0.0455290265381336,0.070807434618473,-0.024749482050538,-0.0707567110657692,0.0207388699054718,-0.0355014465749263,0.0873048454523086,-0.0736519172787666,0.3130542337894439,0.0251563787460327,0.0522448495030403,0.2176573127508163,-0.0123652499169111,-0.0906671062111854,0.124516375362873,-0.0742230266332626,-0.0405376143753528,-0.0584736242890358,-0.0710009783506393,-0.1000666990876197,-0.1786969304084777,-0.025377120822668,-0.0337807610630989,-0.01259196549654,0.1477684080600738,-0.0303247720003128,-0.1493674218654632,0.0639324933290481,0.0168440099805593,0.1478356122970581,0.0792888477444648,-0.0149708837270736,0.0615387856960296
258,7,8,69,404,646,413,655,408,650,9.337473201948235,9.337473201948235,254.0,245.18840579710144,147.0,0.0348806902766227,-0.0581491477787494,0.0875624939799308,0.0646494776010513,0.0920026451349258,-0.0055833226069808,-0.0366194136440753,0.1523296684026718,0.1002283319830894,-0.0794028639793396,-0.0625936761498451,0.0025470717810094,0.0238328333944082,0.0053920135833323,-0.0378792621195316,0.0896141603589057,0.0916359275579452,-0.0632163807749748,-0.2340129315853119,-0.1527525037527084,-0.1091867834329605,-0.0541380494832992,0.0220031775534153,0.1395289450883865,0.0035852172877639,0.0029343171045184,0.0206769462674856,-0.0521821491420269,-0.0820337384939193,0.0530782863497734,-0.1557631492614746,-0.1292388141155243,0.0122279496863484,-0.0918012633919715,0.0261636693030595,0.0907274186611175,0.0908065065741539,0.069964051246643,-0.0780055597424507,-0.0477342307567596,0.0210511703044176,0.0813610628247261,0.032730646431446,0.0147991748526692,-0.0865119695663452,-0.0460654906928539,0.1354762613773346,-0.008430952206254,-0.1899521350860595,-0.0694671049714088,-0.0387326627969741,-0.0025176506023854,0.0917322635650634,-0.0960029363632202,0.1531588584184646,-0.0534797273576259,-0.0789407864212989,0.051996499300003,0.051524169743061,-0.1038433462381362,-0.0890838801860809,-0.0392906293272972,-0.0045559559948742,-0.1014134436845779,-0.0501956902444362,-0.1046734303236007,-0.0778934955596923,-0.089643158018589,0.0235165785998106,0.096119724214077,0.149834543466568,0.0150876753032207,-0.0161688514053821,-0.1650714874267578,-0.1783967614173889,0.070154458284378,-0.1114793121814727,-0.0246097762137651,-0.0537779256701469,-0.0790015012025833,-0.0158155541867017,0.072547324001789,0.027629267424345,-0.139697715640068,-0.0882178321480751,0.1049964353442192,-0.0561176501214504,0.1028984040021896,-0.0133373737335205,-0.0418372005224227,0.07431660592556,-0.0413761995732784,-0.0398608706891536,0.0396731756627559,-0.0485175177454948,0.0700221508741378,0.0523328073322773,-0.0055551654659211,-0.0560785233974456,0.0322771817445755,-0.0317997559905052,0.0813115164637565,-0.0956870838999748,0.2992560267448425,0.0220109075307846,0.042576178908348,0.200925812125206,0.0005968598416075,-0.0875324010848999,0.1324042677879333,-0.048528928309679,-0.038434874266386,-0.0501154512166976,-0.0730659067630767,-0.0825478807091713,-0.1672745048999786,-0.0228017047047615,-0.0280493702739477,-0.0053732716478407,0.1541229635477066,-0.0491215512156486,-0.1593974530696869,0.06661868840456,0.0306840017437934,0.1347159296274185,0.079830065369606,-0.0226985532790422,0.0441548898816108
