src,dst,true_label,ensemble_prob,ensemble_pred,source_frame,source_cellid,target_frame,target_cellid,label
16,27,1.0,0.9998644,1.0,2,1,3,4,1
16,28,1.0,0.9998672,1.0,2,1,3,6,1
16,29,1.0,0.9986195,1.0,2,1,3,7,1
16,30,1.0,0.99978477,1.0,2,1,3,8,1
16,31,1.0,0.9984105,1.0,2,1,3,10,1
17,24,1.0,0.99976283,1.0,2,2,3,1,1
17,25,1.0,0.9998803,1.0,2,2,3,2,1
17,26,1.0,0.9992833,1.0,2,2,3,3,1
17,27,1.0,0.99992305,1.0,2,2,3,4,1
17,28,1.0,0.9999233,1.0,2,2,3,6,1
17,29,1.0,0.9993577,1.0,2,2,3,7,1
17,30,1.0,0.9998421,1.0,2,2,3,8,1
17,31,1.0,0.9983352,1.0,2,2,3,10,1
18,24,1.0,0.99929565,1.0,2,3,3,1,1
18,25,1.0,0.9993419,1.0,2,3,3,2,1
18,26,1.0,0.9994419,1.0,2,3,3,3,1
18,27,1.0,0.9997909,1.0,2,3,3,4,1
18,28,1.0,0.99979347,1.0,2,3,3,6,1
18,29,1.0,0.9994553,1.0,2,3,3,7,1
18,30,1.0,0.99932176,1.0,2,3,3,8,1
18,31,1.0,0.94757056,1.0,2,3,3,10,1
19,24,1.0,0.9998471,1.0,2,4,3,1,1
19,25,1.0,0.999918,1.0,2,4,3,2,1
19,26,1.0,0.99982214,1.0,2,4,3,3,1
19,27,1.0,0.99994993,1.0,2,4,3,4,1
19,28,1.0,0.9999516,1.0,2,4,3,6,1
19,29,1.0,0.99982625,1.0,2,4,3,7,1
19,30,1.0,0.99989337,1.0,2,4,3,8,1
19,31,1.0,0.99981374,1.0,2,4,3,10,1
20,24,1.0,0.99984676,1.0,2,6,3,1,1
20,25,1.0,0.99991584,1.0,2,6,3,2,1
20,26,1.0,0.99982405,1.0,2,6,3,3,1
20,27,1.0,0.9999512,1.0,2,6,3,4,1
20,28,1.0,0.9999528,1.0,2,6,3,6,1
20,29,1.0,0.9998278,1.0,2,6,3,7,1
20,30,1.0,0.99989396,1.0,2,6,3,8,1
20,31,1.0,0.9998145,1.0,2,6,3,10,1
21,24,1.0,0.99930984,1.0,2,7,3,1,1
21,25,1.0,0.9993716,1.0,2,7,3,2,1
21,26,1.0,0.9994631,1.0,2,7,3,3,1
21,27,1.0,0.99979806,1.0,2,7,3,4,1
21,28,1.0,0.9998005,1.0,2,7,3,6,1
21,29,1.0,0.9994764,1.0,2,7,3,7,1
21,30,1.0,0.9993474,1.0,2,7,3,8,1
21,31,1.0,0.9511695,1.0,2,7,3,10,1
22,24,1.0,0.9997409,1.0,2,8,3,1,1
22,25,1.0,0.99982375,1.0,2,8,3,2,1
22,26,1.0,0.9994523,1.0,2,8,3,3,1
22,27,1.0,0.9999027,1.0,2,8,3,4,1
22,28,1.0,0.99990445,1.0,2,8,3,6,1
22,29,1.0,0.99943274,1.0,2,8,3,7,1
22,30,1.0,0.99982077,1.0,2,8,3,8,1
22,31,1.0,0.9993244,1.0,2,8,3,10,1
23,24,1.0,0.99909765,1.0,2,10,3,1,1
23,25,1.0,0.99907047,1.0,2,10,3,2,1
23,26,1.0,0.99873424,1.0,2,10,3,3,1
23,27,1.0,0.99977905,1.0,2,10,3,4,1
23,28,1.0,0.9997824,1.0,2,10,3,6,1
23,29,1.0,0.99825746,1.0,2,10,3,7,1
23,30,1.0,0.99928266,1.0,2,10,3,8,1
23,31,1.0,0.9994194,1.0,2,10,3,10,1
24,32,1.0,0.99962234,1.0,3,1,4,1,1
24,33,1.0,0.99905986,1.0,3,1,4,2,1
24,34,1.0,0.997083,1.0,3,1,4,3,1
24,35,1.0,0.9990596,1.0,3,1,4,4,1
24,36,1.0,0.9990209,1.0,3,1,4,6,1
24,37,1.0,0.9968354,1.0,3,1,4,7,1
24,38,1.0,0.9992106,1.0,3,1,4,8,1
24,39,1.0,0.996579,1.0,3,1,4,10,1
25,32,1.0,0.99932337,1.0,3,2,4,1,1
25,33,1.0,0.99980897,1.0,3,2,4,2,1
25,34,1.0,0.9984729,1.0,3,2,4,3,1
25,35,1.0,0.99949497,1.0,3,2,4,4,1
25,36,1.0,0.9994321,1.0,3,2,4,6,1
25,37,1.0,0.9986758,1.0,3,2,4,7,1
25,38,1.0,0.9997509,1.0,3,2,4,8,1
25,39,1.0,0.9952028,1.0,3,2,4,10,1
26,32,1.0,0.9918475,1.0,3,3,4,1,1
26,33,1.0,0.98537207,1.0,3,3,4,2,1
26,34,1.0,0.99856687,1.0,3,3,4,3,1
26,35,1.0,0.9987371,1.0,3,3,4,4,1
26,36,1.0,0.9986667,1.0,3,3,4,6,1
26,37,1.0,0.99828917,1.0,3,3,4,7,1
26,38,1.0,0.98289466,1.0,3,3,4,8,1
26,39,1.0,0.91024375,1.0,3,3,4,10,1
27,32,1.0,0.999794,1.0,3,4,4,1,1
27,33,1.0,0.99983287,1.0,3,4,4,2,1
27,34,1.0,0.9998083,1.0,3,4,4,3,1
27,35,1.0,0.9999283,1.0,3,4,4,4,1
27,36,1.0,0.9999294,1.0,3,4,4,6,1
27,37,1.0,0.99980766,1.0,3,4,4,7,1
27,38,1.0,0.99979085,1.0,3,4,4,8,1
27,39,1.0,0.9998104,1.0,3,4,4,10,1
28,32,1.0,0.99979526,1.0,3,6,4,1,1
28,33,1.0,0.99981624,1.0,3,6,4,2,1
28,34,1.0,0.99981064,1.0,3,6,4,3,1
28,35,1.0,0.9999307,1.0,3,6,4,4,1
28,36,1.0,0.9999318,1.0,3,6,4,6,1
28,37,1.0,0.9998097,1.0,3,6,4,7,1
28,38,1.0,0.99977463,1.0,3,6,4,8,1
28,39,1.0,0.99981064,1.0,3,6,4,10,1
29,32,1.0,0.991241,1.0,3,7,4,1,1
29,33,1.0,0.98452836,1.0,3,7,4,2,1
29,34,1.0,0.9984352,1.0,3,7,4,3,1
29,35,1.0,0.99866694,1.0,3,7,4,4,1
29,36,1.0,0.99858993,1.0,3,7,4,6,1
29,37,1.0,0.99809474,1.0,3,7,4,7,1
29,38,1.0,0.9815859,1.0,3,7,4,8,1
29,39,1.0,0.89648277,1.0,3,7,4,10,1
30,32,1.0,0.99943763,1.0,3,8,4,1,1
30,33,1.0,0.99974364,1.0,3,8,4,2,1
30,34,1.0,0.99887705,1.0,3,8,4,3,1
30,35,1.0,0.99943477,1.0,3,8,4,4,1
30,36,1.0,0.9993954,1.0,3,8,4,6,1
30,37,1.0,0.9988641,1.0,3,8,4,7,1
30,38,1.0,0.99970746,1.0,3,8,4,8,1
30,39,1.0,0.99815005,1.0,3,8,4,10,1
31,32,1.0,0.99126107,1.0,3,10,4,1,1
31,33,1.0,0.9833413,1.0,3,10,4,2,1
31,34,1.0,0.9975171,1.0,3,10,4,3,1
31,35,1.0,0.9991603,1.0,3,10,4,4,1
31,36,1.0,0.9991304,1.0,3,10,4,6,1
31,37,1.0,0.99706656,1.0,3,10,4,7,1
31,38,1.0,0.98287654,1.0,3,10,4,8,1
31,39,1.0,0.9992408,1.0,3,10,4,10,1
32,40,1.0,0.9994325,1.0,4,1,5,1,1
32,41,1.0,0.99918455,1.0,4,1,5,2,1
32,42,1.0,0.9724326,1.0,4,1,5,3,1
32,43,1.0,0.9989055,1.0,4,1,5,4,1
32,44,1.0,0.99892586,1.0,4,1,5,6,1
32,45,1.0,0.9717126,1.0,4,1,5,7,1
32,46,1.0,0.99931186,1.0,4,1,5,8,1
32,47,1.0,0.9643178,1.0,4,1,5,10,1
33,40,1.0,0.99284035,1.0,4,2,5,1,1
33,41,1.0,0.99903303,1.0,4,2,5,2,1
33,42,1.0,0.9784288,1.0,4,2,5,3,1
33,43,1.0,0.9986189,1.0,4,2,5,4,1
33,44,1.0,0.9985693,1.0,4,2,5,6,1
33,45,1.0,0.980933,1.0,4,2,5,7,1
33,46,1.0,0.99824667,1.0,4,2,5,8,1
33,47,1.0,0.9476583,1.0,4,2,5,10,1
34,40,1.0,0.99186707,1.0,4,3,5,1,1
34,41,1.0,0.9925135,1.0,4,3,5,2,1
34,42,1.0,0.9990204,1.0,4,3,5,3,1
34,43,1.0,0.9990759,1.0,4,3,5,4,1
34,44,1.0,0.99907154,1.0,4,3,5,6,1
34,45,1.0,0.9988992,1.0,4,3,5,7,1
34,46,1.0,0.9925876,1.0,4,3,5,8,1
34,47,1.0,0.9902194,1.0,4,3,5,10,1
35,40,1.0,0.9985369,1.0,4,4,5,1,1
35,41,1.0,0.9965322,1.0,4,4,5,2,1
35,42,1.0,0.9993766,1.0,4,4,5,3,1
35,43,1.0,0.9998502,1.0,4,4,5,4,1
35,44,1.0,0.9998515,1.0,4,4,5,6,1
35,45,1.0,0.9993792,1.0,4,4,5,7,1
35,46,1.0,0.99693316,1.0,4,4,5,8,1
35,47,1.0,0.99917215,1.0,4,4,5,10,1
36,40,1.0,0.9984854,1.0,4,6,5,1,1
36,41,1.0,0.9962523,1.0,4,6,5,2,1
36,42,1.0,0.99934477,1.0,4,6,5,3,1
36,43,1.0,0.9998529,1.0,4,6,5,4,1
36,44,1.0,0.99985427,1.0,4,6,5,6,1
36,45,1.0,0.9993501,1.0,4,6,5,7,1
36,46,1.0,0.9967516,1.0,4,6,5,8,1
36,47,1.0,0.99910516,1.0,4,6,5,10,1
37,40,1.0,0.9912588,1.0,4,7,5,1,1
37,41,1.0,0.9925756,1.0,4,7,5,2,1
37,42,1.0,0.9990271,1.0,4,7,5,3,1
37,43,1.0,0.9990654,1.0,4,7,5,4,1
37,44,1.0,0.9990615,1.0,4,7,5,6,1
37,45,1.0,0.9988788,1.0,4,7,5,7,1
37,46,1.0,0.99225646,1.0,4,7,5,8,1
37,47,1.0,0.99045426,1.0,4,7,5,10,1
38,40,1.0,0.9954483,1.0,4,8,5,1,1
38,41,1.0,0.9991903,1.0,4,8,5,2,1
38,42,1.0,0.98049927,1.0,4,8,5,3,1
38,43,1.0,0.99844986,1.0,4,8,5,4,1
38,44,1.0,0.9984643,1.0,4,8,5,6,1
38,45,1.0,0.9807237,1.0,4,8,5,7,1
38,46,1.0,0.998861,1.0,4,8,5,8,1
38,47,1.0,0.968312,1.0,4,8,5,10,1
39,40,1.0,0.98874927,1.0,4,10,5,1,1
39,41,1.0,0.98452073,1.0,4,10,5,2,1
39,42,1.0,0.9911075,1.0,4,10,5,3,1
39,43,1.0,0.9990403,1.0,4,10,5,4,1
39,44,1.0,0.99902135,1.0,4,10,5,6,1
39,45,1.0,0.9856126,1.0,4,10,5,7,1
39,46,1.0,0.98742074,1.0,4,10,5,8,1
39,47,1.0,0.999134,1.0,4,10,5,10,1
40,48,1.0,0.9993084,1.0,5,1,6,1,1
40,49,1.0,0.9991589,1.0,5,1,6,2,1
40,50,1.0,0.96753997,1.0,5,1,6,3,1
40,51,1.0,0.9989166,1.0,5,1,6,4,1
40,52,1.0,0.99902815,1.0,5,1,6,6,1
40,53,1.0,0.9681526,1.0,5,1,6,7,1
40,54,1.0,0.99928427,1.0,5,1,6,8,1
40,55,1.0,0.962498,1.0,5,1,6,10,1
41,48,1.0,0.9955346,1.0,5,2,6,1,1
41,49,1.0,0.999561,1.0,5,2,6,2,1
41,50,1.0,0.98964995,1.0,5,2,6,3,1
41,51,1.0,0.9986699,1.0,5,2,6,4,1
41,52,1.0,0.9988041,1.0,5,2,6,6,1
41,53,1.0,0.9914057,1.0,5,2,6,7,1
41,54,1.0,0.9993937,1.0,5,2,6,8,1
41,55,1.0,0.972853,1.0,5,2,6,10,1
42,48,1.0,0.9904914,1.0,5,3,6,1,1
42,49,1.0,0.9957571,1.0,5,3,6,2,1
42,50,1.0,0.9989802,1.0,5,3,6,3,1
42,51,1.0,0.9990451,1.0,5,3,6,4,1
42,52,1.0,0.99907655,1.0,5,3,6,6,1
42,53,1.0,0.99870634,1.0,5,3,6,7,1
42,54,1.0,0.9963672,1.0,5,3,6,8,1
42,55,1.0,0.98736364,1.0,5,3,6,10,1
43,48,1.0,0.99824524,1.0,5,4,6,1,1
43,49,1.0,0.9967909,1.0,5,4,6,2,1
43,50,1.0,0.999271,1.0,5,4,6,3,1
43,51,1.0,0.999811,1.0,5,4,6,4,1
43,52,1.0,0.99981374,1.0,5,4,6,6,1
43,53,1.0,0.9992895,1.0,5,4,6,7,1
43,54,1.0,0.9971363,1.0,5,4,6,8,1
43,55,1.0,0.999052,1.0,5,4,6,10,1
44,48,1.0,0.9982819,1.0,5,6,6,1,1
44,49,1.0,0.9967666,1.0,5,6,6,2,1
44,50,1.0,0.99926203,1.0,5,6,6,3,1
44,51,1.0,0.9998131,1.0,5,6,6,4,1
44,52,1.0,0.99981576,1.0,5,6,6,6,1
44,53,1.0,0.99928135,1.0,5,6,6,7,1
44,54,1.0,0.9971733,1.0,5,6,6,8,1
44,55,1.0,0.99901533,1.0,5,6,6,10,1
45,48,1.0,0.9905301,1.0,5,7,6,1,1
45,49,1.0,0.9962514,1.0,5,7,6,2,1
45,50,1.0,0.998944,1.0,5,7,6,3,1
45,51,1.0,0.99904555,1.0,5,7,6,4,1
45,52,1.0,0.9990794,1.0,5,7,6,6,1
45,53,1.0,0.9988821,1.0,5,7,6,7,1
45,54,1.0,0.99655217,1.0,5,7,6,8,1
45,55,1.0,0.9785821,1.0,5,7,6,10,1
46,48,1.0,0.99695826,1.0,5,8,6,1,1
46,49,1.0,0.9994605,1.0,5,8,6,2,1
46,50,1.0,0.9902234,1.0,5,8,6,3,1
46,51,1.0,0.9984235,1.0,5,8,6,4,1
46,52,1.0,0.99859357,1.0,5,8,6,6,1
46,53,1.0,0.9910109,1.0,5,8,6,7,1
46,54,1.0,0.9993407,1.0,5,8,6,8,1
46,55,1.0,0.9826143,1.0,5,8,6,10,1
47,48,1.0,0.986317,1.0,5,10,6,1,1
47,49,1.0,0.98991513,1.0,5,10,6,2,1
47,50,1.0,0.992748,1.0,5,10,6,3,1
47,51,1.0,0.99901456,1.0,5,10,6,4,1
47,52,1.0,0.9990255,1.0,5,10,6,6,1
47,53,1.0,0.9849252,1.0,5,10,6,7,1
47,54,1.0,0.993169,1.0,5,10,6,8,1
47,55,1.0,0.9990916,1.0,5,10,6,10,1
48,56,1.0,0.99921054,1.0,6,1,7,1,1
48,57,1.0,0.9992921,1.0,6,1,7,2,1
48,58,1.0,0.96661204,1.0,6,1,7,3,1
48,59,1.0,0.999134,1.0,6,1,7,4,1
48,60,1.0,0.99936634,1.0,6,1,7,6,1
48,61,1.0,0.9739402,1.0,6,1,7,7,1
48,62,1.0,0.9992211,1.0,6,1,7,8,1
48,63,1.0,0.9536707,1.0,6,1,7,10,1
49,56,1.0,0.99621874,1.0,6,2,7,1,1
49,57,1.0,0.9996217,1.0,6,2,7,2,1
49,58,1.0,0.99410075,1.0,6,2,7,3,1
49,59,1.0,0.999388,1.0,6,2,7,4,1
49,60,1.0,0.99950314,1.0,6,2,7,6,1
49,61,1.0,0.99594456,1.0,6,2,7,7,1
49,62,1.0,0.9994798,1.0,6,2,7,8,1
49,63,1.0,0.9865889,1.0,6,2,7,10,1
50,56,1.0,0.9900176,1.0,6,3,7,1,1
50,57,1.0,0.99845904,1.0,6,3,7,2,1
50,58,1.0,0.99713486,1.0,6,3,7,3,1
50,59,1.0,0.99905294,1.0,6,3,7,4,1
50,60,1.0,0.9991567,1.0,6,3,7,6,1
50,61,1.0,0.9926656,1.0,6,3,7,7,1
50,62,1.0,0.9984167,1.0,6,3,7,8,1
50,63,1.0,0.99474734,1.0,6,3,7,10,1
51,56,1.0,0.9982252,1.0,6,4,7,1,1
51,57,1.0,0.9982235,1.0,6,4,7,2,1
51,58,1.0,0.99924344,1.0,6,4,7,3,1
51,59,1.0,0.99982256,1.0,6,4,7,4,1
51,60,1.0,0.99982613,1.0,6,4,7,6,1
51,61,1.0,0.99932605,1.0,6,4,7,7,1
51,62,1.0,0.9983232,1.0,6,4,7,8,1
51,63,1.0,0.9990875,1.0,6,4,7,10,1
52,56,1.0,0.99837404,1.0,6,6,7,1,1
52,57,1.0,0.99829054,1.0,6,6,7,2,1
52,58,1.0,0.999247,1.0,6,6,7,3,1
52,59,1.0,0.99982566,1.0,6,6,7,4,1
52,60,1.0,0.9998295,1.0,6,6,7,6,1
52,61,1.0,0.9993349,1.0,6,6,7,7,1
52,62,1.0,0.99844116,1.0,6,6,7,8,1
52,63,1.0,0.9990851,1.0,6,6,7,10,1
53,56,1.0,0.99040574,1.0,6,7,7,1,1
53,57,1.0,0.99863786,1.0,6,7,7,2,1
53,58,1.0,0.99815863,1.0,6,7,7,3,1
53,59,1.0,0.99902445,1.0,6,7,7,4,1
53,60,1.0,0.9991819,1.0,6,7,7,6,1
53,61,1.0,0.9961112,1.0,6,7,7,7,1
53,62,1.0,0.9985269,1.0,6,7,7,8,1
53,63,1.0,0.9884464,1.0,6,7,7,10,1
54,56,1.0,0.99754065,1.0,6,8,7,1,1
54,57,1.0,0.9995356,1.0,6,8,7,2,1
54,58,1.0,0.9950829,1.0,6,8,7,3,1
54,59,1.0,0.99927044,1.0,6,8,7,4,1
54,60,1.0,0.9994688,1.0,6,8,7,6,1
54,61,1.0,0.9962482,1.0,6,8,7,7,1
54,62,1.0,0.99938446,1.0,6,8,7,8,1
54,63,1.0,0.991772,1.0,6,8,7,10,1
55,56,1.0,0.9861695,1.0,6,10,7,1,1
55,57,1.0,0.9971202,1.0,6,10,7,2,1
55,58,1.0,0.9615271,1.0,6,10,7,3,1
55,59,1.0,0.9990563,1.0,6,10,7,4,1
55,60,1.0,0.9991209,1.0,6,10,7,6,1
55,61,1.0,0.89732677,1.0,6,10,7,7,1
55,62,1.0,0.9976182,1.0,6,10,7,8,1
55,63,1.0,0.9984515,1.0,6,10,7,10,1
56,64,1.0,0.9992425,1.0,7,1,8,1,1
56,65,1.0,0.99937576,1.0,7,1,8,2,1
56,66,1.0,0.9729673,1.0,7,1,8,3,1
56,67,1.0,0.9993003,1.0,7,1,8,4,1
56,68,1.0,0.99949425,1.0,7,1,8,6,1
56,69,1.0,0.9813674,1.0,7,1,8,7,1
56,70,1.0,0.9992635,1.0,7,1,8,8,1
56,71,1.0,0.9637413,1.0,7,1,8,10,1
57,64,1.0,0.9992321,1.0,7,2,8,1,1
57,65,1.0,0.99971366,1.0,7,2,8,2,1
57,66,1.0,0.99821466,1.0,7,2,8,3,1
57,67,1.0,0.9995498,1.0,7,2,8,4,1
57,68,1.0,0.99965984,1.0,7,2,8,6,1
57,69,1.0,0.99876195,1.0,7,2,8,7,1
57,70,1.0,0.99961615,1.0,7,2,8,8,1
57,71,1.0,0.99704987,1.0,7,2,8,10,1
58,64,1.0,0.99390596,1.0,7,3,8,1,1
58,65,1.0,0.9989899,1.0,7,3,8,2,1
58,66,1.0,0.9987715,1.0,7,3,8,3,1
58,67,1.0,0.999188,1.0,7,3,8,4,1
58,68,1.0,0.999299,1.0,7,3,8,6,1
58,69,1.0,0.9979511,1.0,7,3,8,7,1
58,70,1.0,0.9988599,1.0,7,3,8,8,1
58,71,1.0,0.9436361,1.0,7,3,8,10,1
59,64,1.0,0.99887055,1.0,7,4,8,1,1
59,65,1.0,0.99936026,1.0,7,4,8,2,1
59,66,1.0,0.9993427,1.0,7,4,8,3,1
59,67,1.0,0.99983627,1.0,7,4,8,4,1
59,68,1.0,0.9998393,1.0,7,4,8,6,1
59,69,1.0,0.99943703,1.0,7,4,8,7,1
59,70,1.0,0.99935555,1.0,7,4,8,8,1
59,71,1.0,0.99927187,1.0,7,4,8,10,1
60,64,1.0,0.99908036,1.0,7,6,8,1,1
60,65,1.0,0.99918956,1.0,7,6,8,2,1
60,66,1.0,0.99936724,1.0,7,6,8,3,1
60,67,1.0,0.9998414,1.0,7,6,8,4,1
60,68,1.0,0.9998451,1.0,7,6,8,6,1
60,69,1.0,0.9994722,1.0,7,6,8,7,1
60,70,1.0,0.9993054,1.0,7,6,8,8,1
60,71,1.0,0.99925256,1.0,7,6,8,10,1
61,64,1.0,0.99500823,1.0,7,7,8,1,1
61,65,1.0,0.9991123,1.0,7,7,8,2,1
61,66,1.0,0.98923725,1.0,7,7,8,3,1
61,67,1.0,0.9991588,1.0,7,7,8,4,1
61,68,1.0,0.9992934,1.0,7,7,8,6,1
61,69,1.0,0.9988639,1.0,7,7,8,7,1
61,70,1.0,0.99896103,1.0,7,7,8,8,1
61,71,1.0,0.7566128,1.0,7,7,8,10,1
62,64,1.0,0.9991817,1.0,7,8,8,1,1
