node_id,0,1,2,3,4,5,6,7,8,9,10,11,12
32,0.026845638,0.68166816,0.87039566,0.8064516,0.9060052,0.8278237,0.88814914,0.8184397,0.6171045,0.75266504,0.18740158,0.53187966,0.15625
33,0.026845638,0.6789679,0.14461118,0.4340176,0.2075718,0.48209366,0.1770972,0.45957446,0.55975676,0.8189238,0.14488189,0.39667743,0.15625
34,0.026845638,0.7023702,0.79126877,0.4882698,0.8237598,0.5344353,0.8082557,0.5134752,0.5598002,0.8447993,0.17637795,0.57448316,0.09375
35,0.026845638,0.7293729,0.18417463,0.97947216,0.24804178,0.9972452,0.21571238,0.98865247,0.5529662,0.8921294,0.13385826,0.50482535,0.1875
36,0.026845638,0.7113711,0.053206004,0.96920824,0.11618799,0.9889807,0.087882824,0.9787234,0.5907709,0.81823987,0.24094488,0.5906777,0.09375
37,0.026845638,0.7164717,0.6684857,0.46041057,0.7075718,0.5096419,0.689747,0.48794326,0.55452615,0.87133855,0.13858268,0.7318856,0.21875
38,0.026845638,0.7245725,0.32196453,0.41935483,0.37597913,0.47245178,0.35019973,0.44822696,0.5697602,0.8623739,0.16377953,0.6260459,0.15625
39,0.026845638,0.649865,0.9154161,0.3181818,0.9516971,0.3553719,0.9334221,0.33900708,0.6157234,0.7202033,0.1511811,0.6057576,0.15625
40,0.033557046,0.63336337,0.86766714,0.8005865,0.8929504,0.822314,0.88149136,0.81418437,0.58978707,0.72933227,0.18425196,0.61989903,0.15625
41,0.033557046,0.6438644,0.14324693,0.43548387,0.20496084,0.48209366,0.17576565,0.45957446,0.54018664,0.7996167,0.13543308,0.38323554,0.125
42,0.033557046,0.7026703,0.7899045,0.48533726,0.8211488,0.53305787,0.80559254,0.5106383,0.56238115,0.84191227,0.16220473,0.57068264,0.125
43,0.033557046,0.7284728,0.18963166,0.97947216,0.25195822,0.9972452,0.22103861,0.99007094,0.5557048,0.8870066,0.12440945,0.50699246,0.21875
44,0.033557046,0.73657364,0.055934515,0.9677419,0.12140992,0.9903581,0.0918775,0.9801418,0.6021872,0.834319,0.22992127,0.5641958,0.25
45,0.033557046,0.6921692,0.6657572,0.46774194,0.70234984,0.5151515,0.68442076,0.49361703,0.55645555,0.83896077,0.13228346,0.74712306,0.125
46,0.033557046,0.7155716,0.32469305,0.41935483,0.37859008,0.47107437,0.3541944,0.44680852,0.5652789,0.85898167,0.16220473,0.6382791,0.15625
47,0.033557046,0.66066605,0.9195089,0.313783,0.95561355,0.3553719,0.9360852,0.33617023,0.6022466,0.7484529,0.13700788,0.61921924,0.1875
48,0.040268455,0.58055806,0.8717599,0.797654,0.8942559,0.8195592,0.88282293,0.8099291,0.5566883,0.7009098,0.18740158,0.678093,0.21875
49,0.040268455,0.6759676,0.14324693,0.43548387,0.20365535,0.4848485,0.17443408,0.46241134,0.5541237,0.82242304,0.13385826,0.39815146,0.15625
50,0.040268455,0.6681668,0.79126877,0.48387095,0.81984335,0.530303,0.80559254,0.5078014,0.55568576,0.80782807,0.16062993,0.5335198,0.125
51,0.040268455,0.7260726,0.1909959,0.9824047,0.25718015,0.9972452,0.22370173,0.99148935,0.61030924,0.8229485,0.2519685,0.54210186,0.125
52,0.040268455,0.7380738,0.055934515,0.9706745,0.12140992,0.9876033,0.0918775,0.9801418,0.58091795,0.86571026,0.25669292,0.5977808,0.25
53,0.040268455,0.7023702,0.6643929,0.47360703,0.6997389,0.5192838,0.6817576,0.49787235,0.56337476,0.84435165,0.13070866,0.74877214,0.15625
54,0.040268455,0.7488749,0.3233288,0.41788855,0.3772846,0.47107437,0.35286283,0.44397163,0.5851966,0.8729257,0.15590551,0.6467643,0.125
55,0.040268455,0.65136516,0.9249659,0.32111436,0.95953006,0.36225894,0.94141144,0.3432624,0.6005902,0.7399105,0.12598425,0.6006726,0.21875
56,0.046979867,0.53345335,0.87721694,0.80351907,0.89556134,0.822314,0.885486,0.81418437,0.5281457,0.6719626,0.16062993,0.6840772,0.25
57,0.046979867,0.6990699,0.14870396,0.43548387,0.20496084,0.4876033,0.17842875,0.4638298,0.57345176,0.8263787,0.14330709,0.41790298,0.15625
58,0.046979867,0.63126314,0.78854024,0.4809384,0.8159269,0.5247934,0.8029294,0.5035461,0.5445082,0.77578235,0.14488189,0.480311,0.1875
59,0.046979867,0.72157216,0.1882674,0.983871,0.25979114,0.9917355,0.2276964,0.99007094,0.61445147,0.8146073,0.24251969,0.47951818,0.1875
60,0.046979867,0.7440744,0.05047749,0.9677419,0.11879896,0.9834711,0.087882824,0.9758865,0.5763543,0.8784121,0.2488189,0.55491376,0.125
61,0.046979867,0.679868,0.6562074,0.47067448,0.6932115,0.5192838,0.6764314,0.49787235,0.5495907,0.83436215,0.13700788,0.76084954,0.1875
62,0.046979867,0.74527454,0.33015007,0.414956,0.383812,0.46694216,0.35818908,0.44113475,0.5846888,0.8677286,0.1480315,0.62287045,0.25
63,0.046979867,0.64746475,0.9331514,0.32697946,0.9660574,0.36914602,0.9494008,0.34893617,0.6076786,0.7247687,0.1511811,0.5696368,0.21875
64,0.053691275,0.4650465,0.87994546,0.80498534,0.8981723,0.815427,0.8894807,0.81134754,0.4826785,0.63158226,0.14015748,0.66713667,0.25
65,0.053691275,0.690069,0.14324693,0.43108505,0.1997389,0.48347107,0.17310253,0.45957446,0.57510996,0.81284297,0.13858268,0.42310935,0.1875
66,0.053691275,0.6234623,0.7858117,0.48240468,0.8159269,0.5247934,0.8002663,0.50496453,0.5444411,0.7663675,0.13385826,0.43637332,0.15625
67,0.053691275,0.7269727,0.1909959,0.97947216,0.2610966,0.9876033,0.22902796,0.98723406,0.6122669,0.8236806,0.23937008,0.46711484,0.21875
68,0.053691275,0.72727275,0.051841747,0.9618768,0.11879896,0.9779614,0.087882824,0.97021276,0.5721566,0.8627421,0.22519685,0.51088285,0.25
69,0.053691275,0.7041704,0.65075034,0.47360703,0.68798953,0.523416,0.66977364,0.50070924,0.58089584,0.82217973,0.26456693,0.7592215,0.21875
70,0.053691275,0.7170717,0.32742155,0.41202345,0.37989557,0.46418732,0.35552597,0.4397163,0.57020605,0.8514639,0.14173229,0.58160144,0.1875
71,0.053691275,0.62076205,0.9331514,0.3313783,0.96736294,0.36639118,0.9494008,0.3503546,0.6013136,0.6999634,0.14330709,0.5575445,0.15625
72,0.060402684,0.43174317,0.87994546,0.8079179,0.9007833,0.8126722,0.8921438,0.81134754,0.45847654,0.6139148,0.11968504,0.62291276,0.3125
73,0.060402684,0.61146116,0.14051841,0.4281525,0.19451697,0.47658402,0.16910785,0.45531914,0.54540586,0.7528007,0.11023622,0.44867045,0.25
74,0.060402684,0.52745277,0.79126877,0.47653958,0.8146214,0.5123967,0.80426097,0.49787235,0.5225558,0.67853296,0.107086614,0.41438022,0.21875
75,0.060402684,0.71947193,0.19236016,0.97507334,0.2624021,0.9834711,0.23169108,0.9829787,0.60915446,0.8186067,0.22992127,0.4657305,0.15625
76,0.060402684,0.71047103,0.046384722,0.96480936,0.11488251,0.9779614,0.08255659,0.9716312,0.5703309,0.84347075,0.2015748,0.48791504,0.25
77,0.060402684,0.68976897,0.6466576,0.47947213,0.68146217,0.5289256,0.6644474,0.506383,0.5804338,0.8053007,0.24724409,0.7304226,0.1875
78,0.060402684,0.73717374,0.3233288,0.41642228,0.37597913,0.47107437,0.3515313,0.44539008,0.58336145,0.86101836,0.1527559,0.6216882,0.21875
79,0.060402684,0.59135914,0.93587995,0.33431086,0.9686684,0.37190083,0.9520639,0.35460994,0.5824393,0.68439126,0.13070866,0.53270984,0.21875
80,0.06711409,0.41944194,0.8840382,0.8123167,0.9060052,0.8140496,0.8961385,0.81276596,0.45966467,0.59155476,0.11496063,0.6354811,0.3125
81,0.06711409,0.66876686,0.1377899,0.4281525,0.19843341,0.47658402,0.16910785,0.45531914,0.56941646,0.794842,0.12913387,0.4718849,0.15625
82,0.06711409,0.48064807,0.79809004,0.47947213,0.8159269,0.5165289,0.8082557,0.4992908,0.49657866,0.6447326,0.34015748,0.51584446,0.21875
83,0.06711409,0.73477346,0.1909959,0.97507334,0.2610966,0.9848485,0.23035952,0.9815603,0.60861415,0.833324,0.22362205,0.5032893,0.21875
84,0.06711409,0.7320732,0.036834925,0.9633431,0.10443864,0.9807162,0.07323568,0.97304964,0.57970166,0.8568765,0.2519685,0.5193342,0.1875
85,0.06711409,0.73957396,0.638472,0.48387095,0.67754567,0.5344353,0.65912116,0.5120567,0.59146714,0.85152495,0.20944881,0.700582,0.21875
86,0.06711409,0.7206721,0.319236,0.41642228,0.3707572,0.47245178,0.34753662,0.44822696,0.5859478,0.83715636,0.14015748,0.6005741,0.21875
87,0.06711409,0.59435946,0.9372442,0.3372434,0.96997386,0.37465563,0.9533955,0.35744682,0.5833183,0.68615586,0.12755905,0.5261497,0.21875
88,0.0738255,0.3729373,0.88676673,0.81524926,0.90992165,0.8112948,0.89747006,0.81418437,0.43335992,0.55161744,0.10866142,0.61608243,0.21875
89,0.0738255,0.69726974,0.13915417,0.42961878,0.20496084,0.47658402,0.17310253,0.4539007,0.57837605,0.8185451,0.14488189,0.48480073,0.15625
90,0.0738255,0.43174317,0.7953615,0.48533726,0.81070495,0.5206612,0.8029294,0.5035461,0.48398292,0.59130555,0.3133858,0.6374022,0.1875
91,0.0738255,0.72157216,0.1909959,0.97947216,0.25848565,0.9876033,0.22902796,0.9843972,0.5998908,0.8249542,0.20629922,0.5533606,0.1875
92,0.0738255,0.69576955,0.0313779,0.9633431,0.097911224,0.976584,0.06790946,0.97021276,0.55322987,0.8475687,0.2,0.4885343,0.15625
93,0.0738255,0.7137714,0.64120054,0.48973608,0.68015665,0.5385675,0.6604527,0.51631206,0.58364123,0.8299011,0.2,0.6843557,0.15625
94,0.0738255,0.7146715,0.31514326,0.42375368,0.3681462,0.47658402,0.34221038,0.4539007,0.5864515,0.82886225,0.14330709,0.6129272,0.1875
95,0.0738255,0.60426044,0.941337,0.33431086,0.9712794,0.38016528,0.95605856,0.35886526,0.5897015,0.6913539,0.13858268,0.52091587,0.1875
96,0.08053691,0.27962795,0.89495224,0.81524926,0.9033943,0.8085399,0.89747006,0.81134754,0.35039932,0.4899711,0.08503937,0.5226408,0.3125
97,0.08053691,0.690069,0.1350614,0.4281525,0.20104438,0.4738292,0.16910785,0.45248228,0.57015854,0.821091,0.15590551,0.46043417,0.15625
98,0.08053691,0.35343534,0.792633,0.4882698,0.80809397,0.5123967,0.8015979,0.50070924,0.39953893,0.57406515,0.47716534,0.8572611,0.1875
99,0.08053691,0.7293729,0.19236016,0.9706745,0.25979114,0.9834711,0.22902796,0.9787234,0.59844416,0.83718383,0.17637795,0.507177,0.125
100,0.08053691,0.6765677,0.027285129,0.9618768,0.09007833,0.9738292,0.061251663,0.96879435,0.54682034,0.83306366,0.16062993,0.46073055,0.21875
101,0.08053691,0.70057005,0.64392906,0.4882698,0.68146217,0.5358127,0.66311586,0.5134752,0.5751924,0.8246347,0.18110237,0.64176786,0.21875
102,0.08053691,0.7128713,0.30559346,0.4208211,0.36422977,0.47245178,0.33422104,0.45106384,0.58550394,0.83507884,0.14645669,0.6116727,0.125
103,0.08053691,0.6138614,0.946794,0.34017596,0.9804177,0.3815427,0.9640479,0.3617021,0.5984015,0.69368243,0.13858268,0.5029831,0.15625
104,0.087248325,0.31563157,0.893588,0.81671554,0.9073107,0.8126722,0.90013313,0.81418437,0.39191523,0.50755507,0.09133858,0.5749262,0.28125
105,0.087248325,0.7206721,0.13096862,0.42521995,0.19712794,0.47245178,0.16511318,0.4496454,0.5805077,0.8439774,0.16220473,0.49074244,0.15625
106,0.087248325,0.55355537,0.78171897,0.47800586,0.81853783,0.5165289,0.8015979,0.4992908,0.6333885,0.60112214,0.23937008,0.51344097,0.125
107,0.087248325,0.7236724,0.19236016,0.96041054,0.25848565,0.9779614,0.22636485,0.97021276,0.60020095,0.8314371,0.1511811,0.4858154,0.15625
108,0.087248325,0.65976596,0.023192361,0.9618768,0.08616188,0.9738292,0.05725699,0.9673759,0.5357269,0.8272873,0.14330709,0.44481334,0.21875
109,0.087248325,0.66546655,0.65075034,0.48973608,0.6866841,0.5358127,0.6684421,0.5148936,0.5552905,0.8072729,0.16377953,0.6402595,0.25
110,0.087248325,0.7128713,0.3042292,0.42961878,0.36553526,0.47245178,0.33688414,0.45106384,0.5818143,0.84187436,0.16062993,0.61341566,0.0625
111,0.087248325,0.5850585,0.952251,0.34604105,0.98433423,0.38016528,0.9680426,0.364539,0.57878405,0.6801205,0.12755905,0.47619048,0.1875
112,0.093959734,0.21422142,0.9004093,0.8196481,0.91122717,0.8071625,0.9014647,0.81560284,0.3367273,0.43260533,0.06771654,0.40996814,0.3125
113,0.093959734,0.70117015,0.13642564,0.42961878,0.20496084,0.47245178,0.17310253,0.45248228,0.5743784,0.8267888,0.16850394,0.53364325,0.15625
114,0.093959734,0.5706571,0.7858117,0.4809384,0.82506526,0.5151515,0.8069241,0.50070924,0.642032,0.6093179,0.105511814,0.46348256,0.15625
115,0.093959734,0.71017104,0.18963166,0.9618768,0.2610966,0.9710744,0.22636485,0.96879435,0.62940276,0.77633333,0.14015748,0.44681686,0.1875
116,0.093959734,0.60456043,0.028649386,0.95454544,0.0848564,0.969697,0.059920106,0.9617021,0.5393154,0.7551189,0.088188976,0.41190627,0.1875
117,0.093959734,0.6921692,0.65347886,0.48533726,0.6906005,0.53168046,0.6711052,0.5092199,0.56756234,0.82428384,0.15433072,0.6503866,0.1875
118,0.093959734,0.7287729,0.30150068,0.42521995,0.3616188,0.47107437,0.33422104,0.44822696,0.58407575,0.8571802,0.16062993,0.6204347,0.15625
119,0.093959734,0.51545155,0.95770806,0.35043988,0.98694515,0.38016528,0.97070575,0.36737588,0.5446112,0.62899834,0.107086614,0.4293839,0.1875
120,0.10067114,0.17521752,0.9031378,0.82258064,0.91383815,0.8071625,0.90412784,0.8184397,0.36629924,0.38677812,0.05511811,0.3323145,0.25
121,0.10067114,0.6951695,0.1350614,0.4281525,0.20234987,0.47245178,0.1704394,0.45106384,0.56386,0.83327836,0.14330709,0.4823706,0.09375
122,0.10067114,0.6828683,0.1909959,0.9618768,0.25979114,0.9710744,0.22503328,0.96879435,0.614295,0.76196617,0.122834645,0.40288687,0.1875
123,0.10067114,0.5151515,0.024556616,0.95307916,0.07441253,0.9641873,0.05193076,0.9588652,0.51043504,0.6684731,0.10236221,0.41059878,0.25
124,0.10067114,0.72247225,0.6589359,0.48240468,0.6958225,0.53305787,0.6764314,0.5092199,0.58997333,0.83208907,0.16535433,0.6571259,0.25
125,0.10067114,0.72967297,0.30286494,0.42521995,0.3616188,0.47245178,0.3355526,0.45106384,0.5875938,0.8521932,0.16377953,0.6098727,0.1875
126,0.10067114,0.46714672,0.9495225,0.35190615,0.9765013,0.37878788,0.96138483,0.36737588,0.52466816,0.5892706,0.09448819,0.42651802,0.25
127,0.10067114,0.36153615,0.81036836,0.4692082,0.83942556,0.48347107,0.82423437,0.47801417,0.4670807,0.5023031,0.10866142,0.55981123,0.25
128,0.10067114,0.26552656,0.7735334,0.516129,0.79112273,0.523416,0.7816245,0.52056736,0.3886533,0.4250892,0.080314964,0.35708708,0.25
129,0.10738255,0.19351935,0.90450203,0.82258064,0.9060052,0.8112948,0.90412784,0.81702125,0.2687521,0.44094172,0.070866145,0.3753991,0.3125
130,0.10738255,0.6813681,0.13642564,0.42961878,0.20234987,0.4752066,0.17177097,0.45531914,0.54656976,0.83893806,0.15433072,0.4965868,0.1875
131,0.10738255,0.64356434,0.19236016,0.9633431,0.25587466,0.9724518,0.22503328,0.97021276,0.5876055,0.7466637,0.11653543,0.35296446,0.1875
132,0.10738255,0.37353736,0.021828104,0.94721407,0.067885116,0.95316803,0.047936086,0.95035464,0.45356032,0.53563005,0.09133858,0.41800994,0.21875
133,0.10738255,0.73717374,0.66030014,0.48533726,0.6984334,0.5358127,0.67909455,0.5134752,0.5896559,0.8499997,0.14015748,0.62443924,0.21875
134,0.10738255,0.690369,0.30286494,0.42668623,0.35900784,0.4738292,0.33288947,0.45248228,0.5704824,0.8255896,0.16377953,0.5434169,0.125
135,0.10738255,0.50015,0.941337,0.34604105,0.9686684,0.37878788,0.95605856,0.36312056,0.54689443,0.6094843,0.08661418,0.46142295,0.1875
136,0.10738255,0.3822382,0.80900407,0.46774194,0.8381201,0.48347107,0.8229028,0.47659576,0.48817322,0.5107092,0.11653543,0.50610113,0.25
137,0.10738255,0.2751275,0.7708049,0.5234604,0.79112273,0.5289256,0.7802929,0.5262411,0.39639765,0.43289152,0.08346457,0.33534256,0.25
138,0.11409396,0.11461146,0.9154161,0.8240469,0.9229765,0.8030303,0.92010653,0.81418437,0.42628974,0.25579694,0.061417323,0.4029884,0.3125
139,0.11409396,0.6723672,0.14188267,0.4340176,0.20496084,0.47933885,0.17443408,0.45815602,0.5345908,0.84290946,0.1527559,0.552174,0.15625
140,0.11409396,0.6627663,0.1882674,0.95894426,0.25195822,0.9724518,0.22103861,0.96595746,0.60282016,0.750941,0.12755905,0.37273446,0.1875
141,0.11409396,0.41734174,0.024556616,0.9398827,0.07049608,0.9476584,0.047936086,0.94468087,0.4611082,0.59092104,0.0992126,0.42376307,0.28125
142,0.11409396,0.7479748,0.66166437,0.48387095,0.7010444,0.5344353,0.6817576,0.5106383,0.586196,0.8677572,0.12913387,0.6011861,0.1875
143,0.11409396,0.69966996,0.30559346,0.4281525,0.36031333,0.4752066,0.3355526,0.45531914,0.5627061,0.8451592,0.1511811,0.57840014,0.125
144,0.11409396,0.43324333,0.93860847,0.3431085,0.962141,0.37190083,0.9494008,0.35744682,0.48689997,0.5844269,0.08346457,0.42080462,0.15625
145,0.11409396,0.38643864,0.8049113,0.4633431,0.83420366,0.48209366,0.8189081,0.47234043,0.4904755,0.51647824,0.122834645,0.50276476,0.21875
146,0.11409396,0.2961296,0.76944065,0.52639294,0.79112273,0.53305787,0.7802929,0.5304965,0.41163236,0.45281586,0.08346457,0.29514748,0.1875
147,0.12080537,0.20342034,0.91405183,0.83284456,0.92167103,0.8181818,0.9147803,0.822695,0.34102583,0.40688467,0.06456693,0.381419,0.3125
148,0.12080537,0.66546655,0.14461118,0.43841642,0.20626631,0.47933885,0.1770972,0.4609929,0.5352724,0.83376175,0.13700788,0.48879966,0.125
149,0.12080537,0.64926493,0.18690313,0.957478,0.24934725,0.969697,0.21970706,0.9631206,0.589069,0.75369865,0.10393701,0.34394068,0.1875
150,0.12080537,0.54725474,0.015006822,0.9296188,0.07049608,0.94352615,0.04527297,0.9361702,0.51312953,0.7085755,0.09133858,0.4082411,0.25
151,0.12080537,0.739874,0.6562074,0.47947213,0.69451696,0.530303,0.6764314,0.506383,0.5866232,0.85720897,0.14015748,0.615198,0.15625
152,0.12080537,0.7236724,0.30013642,0.4281525,0.35770234,0.47796142,0.33155793,0.45531914,0.5764087,0.8565057,0.1527559,0.61328274,0.09375
153,0.12080537,0.46774676,0.9345157,0.34017596,0.95822453,0.37190083,0.94540614,0.35602838,0.507923,0.60963875,0.080314964,0.4318614,0.25
154,0.12080537,0.38853887,0.80900407,0.45747802,0.83942556,0.4752066,0.8229028,0.4680851,0.49976444,0.5089647,0.11811024,0.4919118,0.25
155,0.12080537,0.29372936,0.7721692,0.5322581,0.79112273,0.5413223,0.7816245,0.53758866,0.4051542,0.45668247,0.08976378,0.30324495,0.1875
156,0.12751678,0.1710171,0.91678035,0.8313783,0.92428195,0.8140496,0.9174434,0.8212766,0.38425797,0.35204002,0.048818897,0.3434751,0.34375
157,0.12751678,0.6714671,0.1473397,0.43255132,0.21018277,0.4752066,0.17976032,0.45531914,0.5428248,0.8316464,0.13228346,0.48382875,0.15625
158,0.12751678,0.6822682,0.18417463,0.95454544,0.2532637,0.9641873,0.21970706,0.9617021,0.6058805,0.7742174,0.107086614,0.35638097,0.21875
159,0.12751678,0.44194418,0.013642564,0.9266862,0.06266318,0.93663913,0.03994674,0.93191487,0.47558913,0.60794455,0.088188976,0.39669907,0.125
160,0.12751678,0.7482748,0.6575716,0.47214076,0.69190603,0.5289256,0.67509985,0.50212765,0.6469322,0.7942829,0.19212599,0.6128285,0.21875
161,0.12751678,0.70927095,0.3042292,0.42521995,0.35900784,0.4752066,0.33288947,0.45248228,0.5798497,0.834589,0.503937,0.7026726,0.15625
162,0.12751678,0.5460546,0.9249659,0.33870968,0.95822453,0.37052342,0.94141144,0.35460994,0.5556181,0.65903383,0.07559055,0.4568517,0.21875
163,0.12751678,0.40474048,0.8062756,0.4633431,0.8381201,0.48071626,0.82157123,0.47375888,0.50911754,0.5209757,0.11811024,0.4575576,0.25
164,0.12751678,0.3210321,0.7667121,0.542522,0.7898172,0.5509642,0.77762985,0.5475177,0.41126442,0.49282584,0.0992126,0.29310524,0.25
165,0.13422818,0.16831683,0.9222374,0.83284456,0.92819846,0.8126722,0.9241012,0.8212766,0.4057491,0.30721882,0.06456693,0.3683057,0.3125
166,0.13422818,0.679868,0.15006821,0.43695015,0.2154047,0.48071626,0.183755,0.4609929,0.55033493,0.8322156,0.15433072,0.5085828,0.15625
167,0.13422818,0.67116714,0.18417463,0.95307916,0.25195822,0.9614325,0.21970706,0.9602837,0.60001457,0.76595664,0.121259846,0.3616819,0.1875
168,0.13422818,0.30273026,0.010914052,0.92082113,0.050913837,0.92561984,0.03328895,0.9219858,0.44340837,0.44530767,0.08346457,0.39656183,0.25
169,0.13422818,0.7425743,0.6575716,0.47067448,0.68798953,0.5289256,0.6724368,0.50070924,0.65800524,0.7767885,0.17795275,0.5945305,0.15625
170,0.13422818,0.71737176,0.29877216,0.41935483,0.3550914,0.46969697,0.3288948,0.44822696,0.59320307,0.8286436,0.54330707,0.64032394,0.1875
171,0.13422818,0.6057606,0.9208731,0.3372434,0.9569191,0.37190083,0.93874836,0.35460994,0.58977854,0.6949991,0.25354332,0.6086127,0.125
172,0.13422818,0.40024003,0.8062756,0.4648094,0.8355091,0.48347107,0.82023966,0.47517732,0.50273883,0.52154356,0.10393701,0.4639504,0.21875
173,0.13422818,0.32163218,0.7667121,0.53958946,0.78851175,0.5495868,0.77762985,0.54468083,0.4132246,0.49393395,0.08346457,0.28293332,0.28125
174,0.1409396,0.19831984,0.92633015,0.8181818,0.93342036,0.8044077,0.9320905,0.81134754,0.31628507,0.3895917,0.072440945,0.31541258,0.28125
175,0.1409396,0.6639664,0.15143247,0.44428152,0.21409921,0.4862259,0.18508655,0.46666667,0.5396822,0.82658774,0.15433072,0.4398706,0.15625
176,0.1409396,0.6471647,0.17735334,0.9398827,0.24543081,0.9490358,0.21304926,0.9460993,0.5693497,0.7693241,0.10393701,0.40732074,0.21875
177,0.1409396,0.23042305,0.012278308,0.92521995,0.044386424,0.92424244,0.029294275,0.9248227,0.390048,0.3822409,0.070866145,0.39422274,0.3125
